frame,total_ms,raster_ms,other_ms,flushes,tris,binned
1342,19.267,16.174,3.093,6,436,5184
1343,19.192,16.054,3.138,6,450,5284
1344,19.099,16.014,3.085,6,448,5246
1345,19.433,16.200,3.233,6,460,5348
1346,19.772,16.449,3.323,6,466,5354
1347,19.780,16.497,3.283,6,476,5434
1348,19.606,16.499,3.107,7,464,5444
1349,19.697,16.523,3.173,7,476,5504
1350,20.181,16.980,3.201,7,474,5496
1351,20.313,17.000,3.312,7,480,5546
1352,19.536,16.361,3.175,7,474,5492
1353,19.809,16.612,3.197,7,480,5520
1354,20.676,17.337,3.339,7,474,5456
1355,20.964,17.564,3.400,7,480,5478
1356,19.535,16.330,3.205,7,470,5440
1357,19.619,16.420,3.199,7,474,5478
1358,20.872,17.732,3.139,7,466,5412
1359,20.619,17.029,3.590,7,474,5454
1360,20.070,16.660,3.410,7,466,5394
1361,19.516,16.454,3.062,7,466,5392
1362,19.308,16.282,3.026,7,458,5332
1363,19.053,15.963,3.090,7,456,5316
1364,19.139,16.124,3.015,7,446,5242
1365,19.286,16.202,3.084,7,446,5242
1366,19.230,16.271,2.960,7,438,5202
1367,19.168,16.108,3.059,7,438,5202
1368,19.141,16.042,3.099,7,428,5130
1369,18.768,15.757,3.012,7,428,5130
1370,18.553,15.619,2.934,7,418,5058
1371,19.032,16.033,2.999,7,418,5058
1372,18.676,15.709,2.968,7,406,4988
1373,18.303,15.456,2.848,7,406,4988
1374,19.043,15.984,3.059,7,396,4932
1375,18.632,15.711,2.921,7,404,4996
1376,18.537,15.769,2.768,7,398,4970
1377,18.934,16.011,2.923,7,400,4962
1378,18.615,15.812,2.803,7,394,4954
1379,18.774,15.941,2.833,7,396,4958
1380,18.566,15.726,2.840,7,390,4910
1381,18.669,15.851,2.818,7,392,4922
1382,18.490,15.576,2.914,7,386,4886
1383,18.695,15.856,2.839,7,388,4894
1384,18.193,15.349,2.844,7,382,4864
1385,18.465,15.518,2.947,7,384,4878
1386,19.015,16.284,2.731,7,382,4868
1387,19.292,16.519,2.774,7,384,4876
1388,20.232,17.458,2.774,7,384,4876
1389,19.746,16.959,2.787,7,386,4890
1390,19.342,16.464,2.878,7,386,4886
1391,19.416,16.318,3.099,7,386,4886
1392,18.700,15.811,2.889,7,386,4886
1393,18.781,15.784,2.997,7,418,5008
1394,18.430,15.521,2.910,7,418,4996
1395,18.680,15.694,2.986,7,422,5010
1396,20.645,16.874,3.771,11,622,5818
1397,20.713,16.963,3.750,11,620,5748
1398,20.911,16.983,3.929,11,620,5750
1399,21.034,17.134,3.899,11,634,5802
1400,20.787,16.934,3.853,11,632,5750
1401,20.586,16.763,3.823,11,638,5698
1402,20.503,16.681,3.823,11,642,5702
1403,20.559,16.538,4.021,11,642,5700
1404,20.346,16.433,3.914,11,638,5624
1405,20.713,16.727,3.986,11,634,5638
1406,20.451,16.605,3.846,11,620,5528
1407,20.360,16.424,3.936,11,626,5590
1408,20.624,16.737,3.887,11,622,5572
1409,21.442,17.503,3.939,11,624,5586
1410,21.175,17.260,3.916,11,620,5548
1411,20.229,16.362,3.868,11,628,5574
1412,20.433,16.377,4.056,11,650,5578
1413,20.519,16.397,4.122,10,646,5636
1414,19.800,15.934,3.867,10,618,5556
1415,19.959,16.059,3.900,10,622,5540
1416,19.727,15.927,3.800,10,622,5502
1417,20.011,16.160,3.850,10,622,5432
1418,19.897,16.075,3.822,10,606,5320
1419,19.709,15.718,3.990,10,614,5300
1420,19.545,15.707,3.838,10,604,5292
1421,19.459,15.668,3.791,10,598,5248
1422,19.090,15.303,3.787,10,588,5156
1423,19.512,15.472,4.040,10,560,5104
1424,19.051,15.275,3.776,10,536,5018
1425,18.886,15.317,3.569,10,540,5032
1426,18.672,15.162,3.510,10,526,4906
1427,18.032,14.587,3.445,10,524,4886
1428,19.364,15.880,3.484,10,540,5274
1429,19.968,16.343,3.625,10,566,5258
1430,19.519,15.980,3.539,10,556,5182
1431,19.892,16.185,3.707,10,560,5128
1432,19.487,16.096,3.391,10,550,5058
1433,19.164,15.632,3.532,10,548,5026
1434,19.928,16.293,3.636,10,540,4994
1435,19.528,15.896,3.632,10,542,5026
1436,18.772,15.506,3.267,10,534,4988
1437,18.767,15.365,3.402,10,534,4988
1438,18.756,15.285,3.471,10,532,5010
1439,18.821,15.552,3.269,10,530,4978
1440,19.087,15.705,3.382,10,522,4950
1441,19.142,15.870,3.271,10,522,4950
1442,18.768,15.406,3.362,10,516,4954
1443,18.701,15.395,3.306,10,514,4922
1444,18.844,15.651,3.193,10,508,4912
1445,18.493,15.138,3.355,10,510,4898
1446,18.558,15.195,3.362,10,540,5006
1447,18.345,15.004,3.341,10,542,5038
1448,18.692,15.378,3.314,10,542,5064
1449,19.135,15.739,3.395,10,538,5048
1450,18.861,15.469,3.392,10,536,5016
1451,18.677,15.337,3.339,10,538,5000
1452,19.041,15.748,3.293,10,538,5022
1453,17.807,14.558,3.249,7,486,4756
1454,18.424,14.608,3.816,7,486,4756
1455,17.419,14.385,3.034,7,478,4724
1456,17.480,14.394,3.087,7,478,4716
1457,17.283,14.294,2.989,7,482,4732
1458,18.046,14.940,3.107,7,482,4732
1459,17.733,14.720,3.013,7,482,4750
1460,17.410,14.299,3.111,7,480,4718
1461,17.470,14.509,2.961,7,476,4702
1462,18.058,15.106,2.952,7,476,4702
1463,18.300,15.058,3.242,7,544,4988
1464,19.227,15.894,3.333,7,544,4988
1465,21.950,18.660,3.289,9,546,5428
1466,21.820,18.434,3.386,9,546,5428
1467,22.257,18.785,3.472,9,548,5436
1468,22.492,19.026,3.466,9,548,5458
1469,21.593,18.316,3.277,9,552,5506
1470,21.246,17.980,3.266,9,552,5506
1471,21.033,17.718,3.315,9,552,5506
1472,21.520,18.172,3.348,9,554,5530
1473,20.799,17.345,3.454,9,552,5498
1474,20.625,17.331,3.294,9,552,5498
1475,20.846,17.592,3.255,9,550,5466
1476,20.997,17.451,3.546,9,552,5516
1477,20.721,17.545,3.176,9,550,5532
1478,21.012,17.736,3.276,9,550,5532
1479,21.028,17.737,3.290,9,548,5500
1480,20.992,17.709,3.284,9,558,5528
1481,21.069,17.767,3.302,9,562,5540
1482,21.141,17.796,3.345,9,564,5572
1483,21.024,17.656,3.368,9,572,5624
1484,20.897,17.528,3.369,9,570,5592
1485,20.887,17.475,3.412,9,566,5580
1486,21.010,17.662,3.349,9,568,5634
1487,21.080,17.729,3.351,9,560,5574
1488,21.009,17.785,3.225,9,560,5582
1489,21.032,17.810,3.223,9,564,5566
1490,20.887,17.575,3.312,9,566,5602
1491,21.311,18.039,3.272,9,568,5626
1492,20.791,17.485,3.306,9,568,5626
1493,21.146,17.834,3.312,9,562,5582
1494,21.300,17.949,3.351,9,560,5550
1495,21.299,17.920,3.379,9,566,5574
1496,20.972,17.614,3.357,9,568,5616
1497,21.698,18.079,3.619,9,624,5828
1498,21.463,17.865,3.598,9,640,5888
1499,21.736,17.932,3.804,9,642,5896
1500,21.824,18.008,3.816,9,642,5896
1501,22.194,18.318,3.877,9,644,5916
1502,21.787,18.157,3.630,9,644,5912
1503,21.534,17.916,3.618,9,642,5880
1504,22.130,18.188,3.942,9,642,5880
1505,22.012,18.305,3.707,9,646,5944
1506,22.326,18.613,3.713,9,646,5944
1507,21.482,17.788,3.693,9,648,5952
1508,22.914,19.058,3.856,9,644,5910
1509,22.488,18.851,3.638,9,636,5878
1510,22.160,18.555,3.605,9,638,5918
1511,21.591,18.041,3.550,9,638,5922
1512,21.445,17.901,3.544,9,638,5922
1513,21.584,17.887,3.697,9,638,5922
1514,21.490,17.921,3.569,9,638,5914
1515,21.386,17.764,3.622,9,642,5902
1516,21.742,18.047,3.695,9,642,5902
1517,21.438,17.922,3.516,9,640,5898
1518,22.005,18.201,3.803,9,640,5898
1519,22.315,18.793,3.522,9,634,5894
1520,21.518,17.873,3.644,9,636,5926
1521,22.003,18.432,3.571,9,644,5950
1522,21.714,18.134,3.580,9,640,5890
1523,21.645,17.955,3.690,9,642,5898
1524,21.766,18.134,3.632,9,644,5930
1525,21.604,18.042,3.561,9,638,5914
1526,21.513,17.987,3.526,9,640,5946
1527,22.158,18.422,3.736,9,658,6034
1528,22.346,18.650,3.696,9,658,6046
1529,22.420,18.401,4.018,9,674,6170
1530,22.374,18.626,3.748,9,672,6138
1531,22.626,18.729,3.897,9,712,6310
1532,23.139,19.115,4.023,9,728,6370
1533,23.219,19.174,4.045,9,748,6490
1534,23.834,19.872,3.963,9,750,6522
1535,24.736,20.626,4.109,9,766,6620
1536,24.525,20.456,4.069,9,764,6582
1537,24.927,20.824,4.103,9,780,6694
1538,24.631,20.350,4.281,9,780,6694
1539,24.382,20.195,4.187,9,800,6798
1540,23.926,19.753,4.174,9,802,6820
1541,23.804,19.625,4.179,9,806,6816
1542,24.134,19.839,4.296,9,806,6800
1543,23.998,19.712,4.287,9,824,6906
1544,24.289,20.068,4.221,9,822,6862
1545,25.112,20.703,4.409,9,840,6930
1546,24.275,19.910,4.365,9,838,6890
1547,24.896,20.343,4.553,9,862,7002
1548,24.386,19.930,4.456,9,860,7006
1549,24.594,20.121,4.473,9,874,7062
1550,24.960,20.385,4.575,9,872,7010
1551,24.779,20.203,4.577,9,878,7012
1552,24.431,19.933,4.498,9,878,6988
1553,25.889,21.293,4.595,9,900,7096
1554,25.206,20.628,4.579,9,902,7106
1555,24.856,20.221,4.634,9,918,7132
1556,25.177,20.446,4.730,9,918,7108
1557,24.750,20.010,4.740,9,932,7188
1558,25.054,20.338,4.716,9,930,7150
1559,24.761,20.033,4.728,9,948,7210
1560,25.155,20.337,4.818,9,946,7174
1561,24.605,19.945,4.660,9,946,7170
1562,24.399,19.846,4.553,9,944,7174
1563,24.745,19.961,4.784,9,962,7228
1564,24.954,20.035,4.919,9,950,7184
1565,24.635,19.919,4.716,9,956,7196
1566,24.897,19.988,4.910,9,968,7230
1567,25.139,20.381,4.758,9,970,7282
1568,24.959,20.279,4.680,9,962,7250
1569,25.074,20.288,4.786,9,970,7280
1570,24.971,20.168,4.803,9,962,7242
1571,25.004,20.233,4.771,9,980,7300
1572,24.885,20.151,4.734,9,964,7262
1573,24.991,20.285,4.706,9,962,7252
1574,24.377,19.773,4.604,9,948,7198
1575,24.773,20.024,4.749,9,960,7244
1576,24.932,20.232,4.699,9,960,7286
1577,25.268,20.405,4.862,9,974,7322
1578,24.585,19.780,4.805,9,958,7292
1579,25.172,20.113,5.059,9,972,7292
1580,24.753,19.986,4.768,9,960,7252
1581,25.568,20.766,4.803,9,972,7326
1582,25.396,20.348,5.049,9,968,7308
1583,24.756,20.001,4.755,9,966,7336
1584,25.059,20.315,4.744,9,956,7266
1585,24.984,20.049,4.936,9,968,7314
1586,24.842,19.976,4.866,9,960,7280
1587,24.832,20.061,4.771,9,974,7338
1588,24.670,20.020,4.650,9,956,7248
1589,25.596,20.664,4.932,9,968,7300
1590,24.990,20.139,4.851,9,958,7278
1591,24.987,20.093,4.895,9,978,7374
1592,26.123,21.362,4.762,9,970,7348
1593,26.071,21.133,4.939,9,968,7324
1594,25.213,20.487,4.726,9,962,7262
1595,25.690,20.795,4.895,9,970,7320
1596,26.508,21.725,4.782,9,966,7296
1597,25.898,21.022,4.875,9,980,7378
1598,26.053,21.266,4.788,9,966,7314
1599,25.784,21.012,4.771,9,978,7358
1600,25.084,20.232,4.851,9,984,7400
1601,24.944,19.893,5.051,9,974,7278
1602,24.558,19.691,4.866,9,974,7248
1603,24.278,19.531,4.747,9,958,7134
1604,24.374,19.661,4.713,9,954,7112
1605,24.051,19.418,4.633,9,938,7028
1606,24.017,19.356,4.661,9,926,7008
1607,23.830,19.207,4.623,9,920,6918
1608,24.002,19.378,4.624,9,916,6908
1609,23.703,19.025,4.678,9,912,6836
1610,23.882,19.349,4.532,9,896,6788
1611,23.347,18.948,4.399,9,892,6772
1612,23.175,18.654,4.521,9,888,6756
1613,23.381,18.814,4.567,9,878,6724
1614,23.138,18.661,4.476,9,864,6728
1615,23.076,18.571,4.505,9,846,6640
1616,23.136,18.881,4.256,9,834,6590
1617,22.916,18.565,4.352,9,832,6536
1618,23.145,18.854,4.292,9,826,6546
1619,22.698,18.515,4.183,9,814,6528
1620,22.765,18.578,4.187,9,814,6528
1621,23.035,18.819,4.216,9,808,6476
1622,22.413,18.289,4.124,9,794,6416
1623,22.606,18.562,4.043,9,792,6420
1624,22.558,18.504,4.054,9,786,6444
1625,22.486,18.346,4.140,9,794,6460
1626,22.446,18.231,4.216,9,782,6428
1627,22.781,18.786,3.995,9,772,6408
1628,22.844,18.766,4.078,9,764,6376
1629,22.524,18.520,4.005,9,768,6392
1630,22.792,18.696,4.096,9,760,6376
1631,22.804,18.772,4.032,9,754,6336
1632,22.657,18.704,3.952,9,742,6310
1633,22.267,18.192,4.075,9,742,6366
1634,22.535,18.405,4.131,9,734,6336
1635,23.883,19.972,3.910,9,736,6354
1636,22.772,18.776,3.997,9,732,6294
1637,22.832,18.862,3.970,9,722,6254
1638,22.880,18.968,3.912,9,724,6286
1639,22.119,18.105,4.013,9,724,6290
1640,22.804,18.633,4.171,9,724,6290
1641,22.199,18.236,3.963,9,742,6350
1642,22.708,18.565,4.144,9,742,6350
1643,22.369,18.303,4.067,9,748,6370
1644,22.439,18.401,4.037,9,748,6366
1645,24.101,20.106,3.995,9,744,6330
1646,22.407,18.463,3.945,9,744,6330
1647,22.286,18.270,4.016,9,738,6326
1648,22.198,18.284,3.915,9,740,6364
1649,22.408,18.508,3.900,9,744,6368
1650,22.459,18.352,4.106,9,740,6298
1651,22.743,18.649,4.094,9,742,6312
1652,22.889,18.731,4.158,9,744,6344
1653,22.398,18.412,3.986,9,740,6336
1654,22.582,18.499,4.084,9,758,6428
1655,22.404,18.416,3.988,9,762,6420
1656,22.821,18.590,4.231,9,762,6424
1657,22.445,18.483,3.962,9,758,6400
1658,22.213,18.187,4.027,9,756,6364
1659,22.190,18.125,4.065,9,756,6344
1660,23.614,19.582,4.032,9,758,6376
1661,23.444,19.420,4.023,9,764,6424
1662,23.730,19.701,4.030,9,766,6456
1663,23.336,19.371,3.966,9,766,6456
1664,21.707,16.149,5.558,5,1214,6470
1665,21.227,15.635,5.593,5,1212,6408
1666,21.143,15.541,5.601,5,1212,6406
1667,21.875,16.068,5.807,6,1214,6442
1668,21.828,15.788,6.040,6,1216,6478
1669,21.207,15.471,5.736,6,1198,6394
1670,20.815,15.159,5.657,6,1198,6406
1671,20.779,15.325,5.454,6,1196,6394
1672,21.034,15.380,5.653,6,1190,6364
1673,20.751,15.196,5.555,6,1190,6340
1674,20.667,15.207,5.460,6,1188,6318
1675,20.984,15.426,5.558,6,1192,6306
1676,20.062,14.674,5.388,6,1148,5898
1677,19.914,14.365,5.549,6,1142,5874
1678,19.628,14.175,5.453,6,1134,5856
1679,20.621,15.259,5.361,6,1118,5828
1680,20.013,14.686,5.326,6,1112,5836
1681,20.193,14.681,5.512,6,1110,5802
1682,20.017,14.794,5.224,6,1078,5700
1683,19.501,14.226,5.275,6,1068,5694
1684,19.649,14.366,5.283,6,1058,5644
1685,19.572,14.455,5.117,6,1050,5632
1686,19.349,14.153,5.196,6,1030,5572
1687,19.400,14.259,5.142,6,982,5404
1688,18.900,13.860,5.040,6,964,5394
1689,18.866,14.056,4.810,6,930,5344
1690,18.966,14.158,4.808,6,924,5290
1691,18.895,14.229,4.666,6,900,5274
1692,18.398,13.705,4.693,6,890,5242
1693,19.049,14.516,4.532,6,820,4960
1694,18.212,13.557,4.655,6,796,4888
1695,18.130,13.706,4.424,6,784,4852
1696,17.914,13.476,4.437,6,768,4822
1697,17.655,13.411,4.244,6,760,4844
1698,17.597,13.324,4.273,6,708,4714
1699,18.542,13.960,4.582,6,848,5272
1700,18.409,13.845,4.564,6,826,5170
1701,18.173,13.729,4.445,6,796,5090
1702,18.165,13.739,4.426,6,778,5062
1703,17.848,13.528,4.320,6,764,5048
1704,17.697,13.712,3.984,6,694,4806
1705,17.447,13.395,4.052,6,672,4782
1706,17.270,13.392,3.879,6,652,4734
1707,17.415,13.343,4.072,6,634,4664
1708,16.403,13.100,3.303,6,526,4414
1709,17.740,11.798,5.942,6,546,3828
1710,16.839,11.960,4.879,6,566,3838
1711,17.279,12.463,4.816,6,628,4022
1712,16.546,12.359,4.187,6,620,4012
1713,21.844,16.764,5.080,6,818,5520
1714,20.598,16.418,4.180,6,806,5498
1715,21.534,17.064,4.470,6,860,5816
1716,21.619,16.947,4.672,6,844,5796
1717,21.326,17.091,4.234,6,836,5782
1718,21.612,17.177,4.435,6,834,5812
1719,21.401,16.988,4.412,6,828,5840
1720,21.786,17.334,4.451,6,822,5834
1721,20.726,16.317,4.408,3,814,5660
1722,20.882,16.673,4.209,3,808,5654
1723,20.474,16.372,4.102,3,808,5654
1724,20.681,16.295,4.386,3,812,5666
1725,20.443,16.343,4.100,3,806,5650
1726,20.863,16.509,4.354,3,802,5612
1727,20.597,16.364,4.233,3,794,5596
1728,20.622,16.721,3.901,3,794,5596
1729,20.773,16.466,4.307,3,792,5580
1730,20.526,16.344,4.182,3,804,5620
1731,21.318,16.996,4.322,3,804,5620
1732,21.361,17.050,4.311,3,804,5620
1733,20.812,16.715,4.098,3,806,5622
1734,21.202,16.872,4.329,3,798,5590
1735,20.759,16.524,4.235,3,800,5598
1736,22.063,18.034,4.030,3,806,5610
1737,21.526,17.192,4.334,3,808,5616
1738,21.484,17.210,4.274,3,804,5592
1739,21.900,17.620,4.279,3,810,5612
1740,21.842,17.558,4.284,3,814,5622
1741,21.359,17.006,4.354,3,816,5624
1742,19.115,15.592,3.523,3,660,5062
1743,19.566,15.839,3.726,3,670,5086
1744,18.332,15.237,3.095,3,512,4510
1745,17.890,14.738,3.152,3,514,4536
1746,17.836,14.718,3.118,3,516,4550
1747,18.825,15.639,3.186,3,516,4544
1748,18.181,14.974,3.207,3,524,4578
1749,18.057,14.999,3.057,3,526,4562
1750,18.065,14.844,3.221,3,530,4566
1751,18.422,15.144,3.277,3,540,4618
1752,18.157,14.846,3.311,3,552,4654
1753,18.359,14.971,3.388,3,558,4672
1754,18.182,14.825,3.357,3,560,4684
1755,18.511,15.109,3.402,3,566,4722
1756,18.206,14.862,3.344,3,570,4746
1757,18.807,15.382,3.424,3,582,4792
1758,18.440,15.029,3.411,3,586,4812
1759,18.567,15.125,3.442,3,588,4824
1760,18.607,15.257,3.350,3,598,4864
1761,18.436,15.074,3.361,3,598,4840
1762,19.173,15.656,3.517,3,616,5020
1763,18.956,15.621,3.336,3,620,5036
1764,19.358,15.511,3.848,3,626,5042
1765,19.086,15.612,3.474,3,628,5060
1766,19.307,15.623,3.684,3,632,5080
1767,19.008,15.490,3.517,3,634,5092
1768,19.154,15.482,3.672,3,638,5082
1769,19.927,15.754,4.173,3,640,5090
1770,24.402,19.788,4.615,7,892,6582
1771,24.748,20.012,4.735,9,900,6602
1772,24.919,20.025,4.894,9,908,6650
1773,24.579,20.058,4.521,9,908,6632
1774,24.550,19.867,4.683,9,900,6604
1775,24.589,19.849,4.740,9,908,6634
1776,24.663,20.087,4.575,9,908,6634
1777,25.064,20.384,4.681,9,890,6580
1778,25.244,20.444,4.800,9,902,6620
1779,26.044,21.132,4.912,9,904,6624
1780,25.380,20.659,4.721,9,906,6624
1781,24.962,20.354,4.608,9,906,6626
1782,25.459,20.699,4.760,9,906,6626
1783,25.329,20.062,5.266,9,908,6632
1784,25.324,20.460,4.864,9,932,6788
1785,25.471,20.429,5.043,9,914,6702
1786,26.236,21.529,4.706,9,938,6858
1787,26.098,21.201,4.896,9,934,6838
1788,26.959,21.895,5.064,9,962,7010
1789,27.086,21.891,5.195,9,962,6962
1790,27.365,22.356,5.009,9,980,7104
1791,26.904,22.054,4.850,9,984,7106
1792,28.267,23.062,5.204,9,1008,7264
1793,27.668,22.452,5.215,9,988,7196
1794,27.551,22.312,5.239,9,1008,7322
1795,28.350,23.034,5.317,9,1012,7330
1796,28.164,22.588,5.576,9,1028,7370
1797,27.363,22.263,5.100,9,1004,7220
1798,27.571,22.344,5.227,9,1020,7278
1799,27.302,22.021,5.281,9,1018,7222
1800,27.955,22.584,5.371,9,1034,7268
1801,27.666,22.212,5.455,9,1018,7198
1802,27.139,21.929,5.209,9,1034,7226
1803,27.347,22.305,5.042,9,1026,7200
1804,28.708,23.462,5.246,9,1044,7266
1805,28.971,23.658,5.314,9,1012,7126
1806,27.771,22.525,5.246,9,1028,7170
1807,28.815,23.505,5.310,9,1028,7152
1808,28.360,22.584,5.776,9,1044,7178
1809,24.782,19.426,5.356,7,1018,6656
1810,23.973,18.954,5.019,7,1022,6640
1811,23.999,18.906,5.093,7,1022,6636
1812,23.798,18.541,5.257,7,1022,6582
1813,23.425,18.454,4.971,7,990,6450
1814,23.580,18.304,5.276,7,996,6512
1815,23.885,18.645,5.240,7,996,6494
1816,23.384,18.158,5.226,7,996,6444
1817,24.349,19.182,5.167,7,992,6412
1818,23.431,18.626,4.805,7,980,6346
1819,22.408,17.705,4.703,7,960,6284
1820,22.952,18.197,4.755,7,952,6218
1821,22.084,17.425,4.659,7,912,6116
1822,22.393,17.771,4.622,7,900,6084
1823,22.970,18.154,4.816,7,892,6060
1824,21.959,17.296,4.664,7,884,6032
1825,22.175,17.402,4.773,7,876,6012
1826,19.638,15.826,3.811,3,698,5236
1827,18.871,15.259,3.612,3,686,5196
1828,19.032,15.360,3.672,3,686,5176
1829,18.993,15.416,3.577,3,674,5144
1830,19.192,15.521,3.671,3,670,5094
1831,18.867,15.346,3.521,3,658,5070
1832,18.918,15.383,3.536,3,650,5040
1833,18.687,15.193,3.494,3,650,5040
1834,18.667,15.222,3.445,3,634,5006
1835,18.896,15.466,3.430,3,630,5006
1836,18.734,15.097,3.638,3,616,4926
1837,18.702,15.114,3.588,3,612,4926
1838,18.822,15.416,3.406,3,604,4902
1839,18.523,15.100,3.423,3,600,4902
1840,18.384,15.159,3.226,3,584,4866
1841,18.164,14.953,3.211,3,576,4826
1842,18.574,15.215,3.359,3,572,4822
1843,18.191,14.842,3.349,3,568,4814
1844,18.207,14.970,3.237,3,568,4814
1845,18.359,15.080,3.279,3,568,4822
1846,18.370,15.060,3.311,3,568,4802
1847,18.064,14.883,3.180,3,568,4798
1848,17.952,14.793,3.159,3,568,4802
1849,18.545,15.286,3.259,3,562,4746
1850,18.292,14.823,3.469,3,560,4742
1851,18.096,14.905,3.190,3,560,4722
1852,17.942,14.704,3.238,3,560,4722
1853,18.092,14.830,3.262,3,560,4722
1854,17.707,14.442,3.265,3,560,4722
1855,17.834,14.469,3.365,3,560,4722
1856,18.340,14.999,3.341,3,560,4722
1857,17.722,14.529,3.193,3,560,4706
1858,17.955,14.751,3.205,3,560,4706
1859,18.041,14.843,3.198,3,560,4690
1860,18.298,15.092,3.205,3,560,4690
1861,17.775,14.585,3.190,3,560,4694
1862,17.822,14.550,3.272,3,560,4682
1863,18.038,14.830,3.208,3,560,4678
1864,17.580,14.360,3.220,3,566,4738
1865,17.987,14.400,3.587,3,566,4738
1866,17.965,14.555,3.410,3,566,4738
1867,17.758,14.533,3.226,3,570,4708
1868,17.649,14.227,3.423,3,570,4692
1869,18.058,14.741,3.317,3,570,4692
1870,18.885,15.345,3.540,3,570,4688
1871,18.261,14.756,3.505,3,570,4688
1872,18.366,14.867,3.499,3,570,4692
1873,17.789,14.516,3.273,3,570,4676
1874,17.535,14.112,3.423,3,570,4676
1875,17.306,14.044,3.262,3,570,4676
1876,17.518,14.153,3.365,3,570,4676
1877,17.501,14.091,3.409,3,570,4656
1878,17.445,14.106,3.339,3,568,4636
1879,18.204,15.001,3.203,3,568,4632
1880,18.612,15.210,3.403,3,568,4636
1881,18.486,15.278,3.209,3,568,4636
1882,18.261,14.851,3.410,3,568,4636
1883,18.451,15.207,3.244,3,568,4636
1884,18.147,14.902,3.245,3,568,4636
1885,17.884,14.383,3.500,3,568,4636
1886,17.880,14.544,3.336,3,576,4764
1887,17.705,14.320,3.385,3,576,4748
1888,17.608,14.347,3.261,3,576,4748
1889,17.872,14.650,3.222,3,576,4744
1890,17.700,14.326,3.374,3,576,4744
1891,17.799,14.244,3.555,3,576,4744
1892,17.617,14.327,3.291,3,576,4744
1893,17.834,14.453,3.381,3,576,4748
1894,18.085,14.856,3.229,3,576,4744
1895,18.136,14.657,3.479,3,576,4744
1896,17.528,14.313,3.215,3,576,4748
1897,17.460,14.243,3.217,3,576,4742
1898,17.679,14.441,3.239,3,576,4726
1899,17.644,14.264,3.380,3,576,4726
1900,17.546,14.324,3.222,3,576,4726
1901,17.811,14.511,3.300,3,576,4726
1902,17.333,14.175,3.158,3,576,4726
1903,17.589,14.238,3.351,3,576,4726
1904,17.432,14.087,3.345,3,576,4726
1905,17.509,14.302,3.206,3,576,4694
1906,17.562,14.309,3.253,3,576,4694
1907,17.198,13.981,3.217,3,576,4694
1908,17.419,14.013,3.406,3,576,4678
1909,17.286,14.076,3.210,3,576,4682
1910,17.536,14.147,3.389,3,576,4678
1911,17.486,14.235,3.251,3,576,4666
1912,17.214,13.989,3.225,3,576,4670
1913,17.392,13.897,3.495,3,576,4670
1914,17.537,14.119,3.418,3,576,4670
1915,17.912,14.483,3.428,3,576,4670
1916,17.426,14.082,3.343,3,576,4670
1917,17.350,13.951,3.399,3,576,4670
1918,17.191,13.896,3.295,3,576,4670
1919,17.411,14.050,3.362,3,576,4654
1920,17.342,14.006,3.335,3,576,4654
1921,17.105,13.745,3.360,3,576,4658
1922,17.416,14.148,3.268,3,576,4658
1923,17.696,14.371,3.325,3,568,4594
1924,17.572,14.332,3.239,3,568,4594
1925,17.586,13.923,3.662,3,568,4594
1926,17.416,14.041,3.375,3,568,4594
1927,18.560,14.867,3.694,3,568,4602
1928,18.111,14.732,3.380,3,568,4602
1929,18.019,14.458,3.561,3,568,4598
1930,17.390,14.066,3.323,3,566,4566
1931,17.220,13.799,3.421,3,566,4566
1932,17.264,13.874,3.390,3,566,4568
1933,17.279,13.924,3.355,3,566,4568
1934,17.970,14.512,3.458,3,566,4564
1935,17.344,14.079,3.264,3,566,4564
1936,17.542,14.208,3.334,3,566,4568
1937,16.867,13.559,3.307,3,566,4564
1938,17.183,13.737,3.446,3,566,4564
1939,17.002,13.633,3.369,3,566,4564
1940,17.091,13.662,3.429,3,566,4548
1941,17.073,13.721,3.352,3,566,4548
1942,17.165,13.731,3.434,3,566,4516
1943,17.640,14.355,3.285,3,566,4508
1944,17.323,13.957,3.366,3,566,4508
1945,17.013,13.684,3.330,3,566,4508
1946,17.086,13.743,3.343,3,566,4508
1947,16.937,13.552,3.384,3,566,4508
1948,16.968,13.527,3.441,3,566,4508
1949,16.971,13.568,3.403,3,566,4508
1950,16.841,13.574,3.267,3,566,4508
1951,17.169,13.693,3.475,3,566,4492
1952,16.963,13.681,3.281,3,566,4492
1953,17.217,13.825,3.392,3,566,4488
1954,17.108,13.835,3.273,3,566,4488
1955,17.042,13.451,3.591,3,566,4488
1956,16.790,13.357,3.434,3,566,4488
1957,16.924,13.305,3.619,3,566,4488
1958,16.536,13.250,3.286,3,566,4492
1959,17.171,13.560,3.611,3,566,4492
1960,16.883,13.467,3.416,3,566,4454
1961,17.156,13.755,3.401,3,574,4614
1962,16.988,13.676,3.312,3,574,4598
1963,17.381,13.784,3.597,3,574,4598
1964,17.417,14.068,3.349,3,574,4598
1965,18.176,14.741,3.435,3,574,4598
1966,18.073,14.810,3.264,3,574,4598
1967,18.333,14.978,3.355,3,574,4598
1968,18.130,14.874,3.256,3,574,4594
1969,18.133,14.715,3.418,3,574,4594
1970,17.940,14.592,3.349,3,574,4594
1971,17.332,13.942,3.390,3,574,4594
1972,17.376,13.838,3.538,3,574,4578
1973,16.929,13.746,3.183,3,574,4582
1974,17.658,14.208,3.450,3,574,4584
