# cpu: sse2=1 sse41=1 avx2=1 avx512=1
frame,total_ms,raster_ms,other_ms,flushes,tris,binned,area_px,bbox_px,tw,th,m_tex,m_bilin,m_over,m_add,m_blendoth,m_atest,m_ztest,m_flat,m_linv
1862,21.570,17.907,3.662,30,638,5870,7530852,14964022,2048,1024,7604580,1223368,4231324,1533440,616448,6381212,0,7604580,5410760
1863,21.203,17.622,3.580,30,638,5870,7530852,14946386,2048,1024,7604580,1223368,4231324,1533440,616448,6381212,0,7604580,5410760
1864,21.387,17.825,3.562,31,642,5896,7539044,14946440,2048,1024,7612772,1223368,4231324,1541632,616448,6389404,0,7612772,5418952
1865,22.381,18.797,3.585,31,642,5896,7542116,14989728,2048,1024,7615844,1223368,4231324,1544704,616448,6392476,0,7615844,5422024
1866,21.869,18.214,3.655,31,640,5888,7532900,14963126,2048,1024,7606628,1223368,4231324,1535488,616448,6383260,0,7606628,5412808
1867,21.800,18.167,3.633,31,638,5856,7499108,14946982,2048,1024,7603556,1223368,4231324,1532416,616448,6380188,0,7603556,5409736
1868,21.770,18.114,3.656,30,642,5896,7539044,14997760,2048,1024,7643492,1223368,4262044,1541632,616448,6420124,0,7643492,5449672
1869,23.016,19.391,3.626,30,644,5940,7569764,15042008,2048,1024,7643492,1223368,4231324,1572352,616448,6420124,0,7643492,5449672
1870,22.105,18.520,3.584,30,646,5944,7573860,15035274,2048,1024,7616868,1223368,4231324,1545728,616448,6393500,0,7616868,5423048
1871,21.410,17.870,3.541,30,646,5944,7573860,15017122,2048,1024,7616868,1223368,4231324,1545728,616448,6393500,0,7616868,5423048
1872,21.732,18.218,3.514,30,642,5880,7512420,14995130,2048,1024,7616868,1223368,4231324,1545728,616448,6393500,0,7616868,5423048
1873,21.696,18.163,3.533,29,642,5880,7520612,14976978,2048,1024,7625060,1223368,4231324,1553920,616448,6401692,0,7625060,5431240
1874,21.471,17.801,3.670,29,644,5912,7542116,15020186,2048,1024,7615844,1223368,4231324,1544704,616448,6392476,0,7615844,5422024
1875,21.501,17.864,3.638,29,646,5944,7564644,15067402,2048,1024,7638372,1223368,4262044,1536512,616448,6415004,0,7638372,5444552
1876,21.307,17.716,3.591,29,646,5942,7547236,15055152,2048,1024,7620964,1223368,4235420,1545728,616448,6397596,0,7620964,5427144
1877,21.504,17.950,3.554,29,646,5942,7547236,15035584,2048,1024,7620964,1223368,4235420,1545728,616448,6397596,0,7620964,5427144
1878,21.148,17.650,3.499,29,638,5910,7530852,14982216,2048,1024,7604580,1223368,4231324,1533440,616448,6381212,0,7604580,5410760
1879,21.694,18.134,3.560,29,636,5886,7500132,14961688,2048,1024,7573860,1223368,4231324,1502720,616448,6350492,0,7573860,5380040
1880,21.454,17.868,3.587,30,636,5890,7500132,14940330,2048,1024,7573860,1223368,4231324,1502720,616448,6350492,0,7573860,5380040
1881,21.560,18.009,3.550,30,636,5890,7503204,14982202,2048,1024,7576932,1223368,4231324,1505792,616448,6353564,0,7576932,5383112
1882,21.468,17.927,3.541,30,638,5922,7528804,15025034,2048,1024,7602532,1223368,4262044,1500672,616448,6379164,0,7602532,5408712
1883,21.234,17.739,3.495,30,638,5922,7525732,15005466,2048,1024,7568740,1223368,4231324,1497600,616448,6345372,0,7568740,5374920
1884,21.801,18.245,3.556,30,646,5966,7573860,15073150,2048,1024,7616868,1223368,4231324,1545728,616448,6393500,0,7616868,5423048
1885,21.618,18.041,3.578,30,646,5966,7573860,15053582,2048,1024,7616868,1223368,4231324,1545728,616448,6393500,0,7616868,5423048
1886,21.214,17.689,3.525,30,640,5898,7508324,15023644,2048,1024,7612772,1223368,4231324,1541632,616448,6389404,0,7612772,5418952
1887,21.602,17.965,3.637,30,640,5898,7508324,15003816,2048,1024,7612772,1223368,4231324,1541632,616448,6389404,0,7612772,5418952
1888,21.456,17.899,3.557,30,634,5894,7522660,15010538,2048,1024,7627108,1223368,4231324,1555968,616448,6403740,0,7627108,5433288
1889,22.096,18.628,3.467,29,634,5894,7530852,14990710,2048,1024,7604580,1223368,4231324,1533440,616448,6381212,0,7604580,5410760
1890,21.702,18.141,3.561,29,642,5918,7538020,15003382,2048,1024,7581028,1223368,4200604,1540608,616448,6357660,0,7581028,5387208
1891,21.337,17.820,3.517,29,640,5890,7499108,14982594,2048,1024,7572836,1223368,4200604,1532416,616448,6349468,0,7572836,5379016
1892,22.086,18.439,3.647,30,642,5898,7512420,14970336,2048,1024,7586148,1223368,4200604,1545728,616448,6362780,0,7586148,5392328
1893,21.278,17.778,3.500,30,644,5930,7543140,15074348,2048,1024,7586148,1223368,4200604,1545728,616448,6362780,0,7586148,5392328
1894,21.445,17.867,3.578,30,654,6018,7612772,15196358,2048,1024,7655780,1223368,4200604,1615360,616448,6432412,0,7655780,5461960
1895,21.751,18.108,3.643,30,676,6078,7631204,15276840,2048,1024,7704932,1223368,4233372,1631744,616448,6481564,0,7704932,5511112
1896,22.735,18.951,3.784,31,714,6266,7758180,15514840,2048,1024,7831908,1223368,4266140,1725952,616448,6608540,0,7831908,5638088
1897,22.513,18.677,3.836,31,716,6298,7791972,15560402,2048,1024,7865700,1223368,4296860,1729024,616448,6642332,0,7865700,5671880
1898,22.951,18.950,4.001,31,730,6430,7891300,15750012,2048,1024,7934308,1223368,4296860,1797632,616448,6710940,0,7934308,5740488
1899,22.511,18.709,3.803,31,730,6426,7888228,15726674,2048,1024,7931236,1223368,4296860,1794560,616448,6707868,0,7931236,5737416
1900,23.327,19.414,3.914,31,744,6468,7917924,15881636,2048,1024,8022372,1223368,4296860,1885696,616448,6799004,0,8022372,5828552
1901,23.395,19.200,4.195,31,744,6468,7917924,15860776,2048,1024,8022372,1223368,4296860,1885696,616448,6799004,0,8022372,5828552
1902,23.265,19.298,3.967,31,764,6588,8008036,16023744,2048,1024,8112484,1223368,4296860,1975808,616448,6889116,0,8112484,5918664
1903,23.536,19.564,3.972,31,766,6620,8038756,16065284,2048,1024,8112484,1223368,4296860,1975808,616448,6889116,0,8112484,5918664
1904,23.464,19.432,4.032,31,784,6756,8151396,16271832,2048,1024,8194404,1223368,4296860,2057728,616448,6971036,0,8194404,6000584
1905,23.485,19.420,4.064,30,782,6724,8128868,16250012,2048,1024,8202596,1223368,4296860,2065920,616448,6979228,0,8202596,6008776
1906,23.566,19.460,4.107,30,798,6794,8152420,16302032,2048,1024,8226148,1223368,4296860,2089472,616448,7002780,0,8226148,6032328
1907,23.421,19.297,4.123,30,798,6790,8131940,16318296,2048,1024,8236388,1223368,4296860,2099712,616448,7013020,0,8236388,6042568
1908,23.616,19.414,4.202,30,816,6854,8178020,16372480,2048,1024,8251748,1223368,4300956,2110976,616448,7028380,0,8251748,6057928
1909,23.725,19.547,4.178,30,816,6850,8165732,16323952,2048,1024,8239460,1223368,4300956,2098688,616448,7016092,0,8239460,6045640
1910,23.603,19.391,4.212,30,820,6852,8147300,16329158,2048,1024,8251748,1223368,4296860,2115072,616448,7028380,0,8251748,6057928
1911,24.242,19.989,4.253,30,822,6856,8165732,16344060,2048,1024,8239460,1223368,4296860,2102784,616448,7016092,0,8239460,6045640
1912,25.330,20.972,4.358,31,840,6956,8229220,16447538,2048,1024,8272228,1223368,4296860,2135552,616448,7048860,0,8272228,6078408
1913,24.939,20.536,4.403,31,840,6942,8220004,16403568,2048,1024,8263012,1223368,4296860,2126336,616448,7039644,0,8263012,6069192
1914,26.234,21.947,4.286,31,854,6942,8190308,16445812,2048,1024,8294756,1223368,4296860,2158080,616448,7071388,0,8294756,6100936
1915,25.625,21.263,4.361,31,854,6914,8174948,16388964,2048,1024,8279396,1223368,4296860,2142720,616448,7056028,0,8279396,6085576
1916,25.373,20.998,4.375,31,876,7000,8225124,16472312,2048,1024,8329572,1223368,4296860,2192896,616448,7106204,0,8329572,6135752
1917,24.687,20.273,4.414,31,878,7014,8243556,16487664,2048,1024,8317284,1223368,4296860,2180608,616448,7093916,0,8317284,6123464
1918,25.403,20.770,4.634,31,890,7094,8282468,16567416,2048,1024,8325476,1223368,4296860,2188800,616448,7102108,0,8325476,6131656
1919,24.109,19.701,4.408,31,888,7054,8239460,16520888,2048,1024,8313188,1223368,4296860,2176512,616448,7089820,0,8313188,6119368
1920,24.338,19.768,4.571,31,896,7086,8268132,16556092,2048,1024,8341860,1223368,4296860,2205184,616448,7118492,0,8341860,6148040
1921,24.471,19.984,4.487,30,898,7106,8297828,16578040,2048,1024,8371556,1223368,4296860,2234880,616448,7148188,0,8371556,6177736
1922,24.819,20.045,4.774,30,916,7126,8286564,16612902,2048,1024,8360292,1223368,4296860,2223616,616448,7136924,0,8360292,6166472
1923,24.652,20.034,4.618,30,916,7110,8266084,16566178,2048,1024,8339812,1223368,4296860,2203136,616448,7116444,0,8339812,6145992
1924,24.132,19.646,4.486,30,928,7134,8264036,16584592,2048,1024,8368484,1223368,4296860,2231808,616448,7145116,0,8368484,6174664
1925,24.348,19.833,4.515,30,930,7154,8282468,16600784,2048,1024,8356196,1223368,4296860,2219520,616448,7132828,0,8356196,6162376
1926,25.042,20.447,4.595,30,942,7186,8294756,16605536,2048,1024,8337764,1223368,4296860,2201088,616448,7114396,0,8337764,6143944
1927,24.920,20.221,4.698,30,942,7174,8282468,16558808,2048,1024,8325476,1223368,4296860,2188800,616448,7102108,0,8325476,6131656
1928,24.523,19.853,4.670,31,956,7218,8311140,16604198,2048,1024,8354148,1223368,4296860,2217472,616448,7130780,0,8354148,6160328
1929,24.416,19.860,4.555,31,942,7150,8265060,16613324,2048,1024,8338788,1223368,4296860,2202112,616448,7115420,0,8338788,6144968
1930,24.793,20.027,4.766,31,962,7234,8300900,16670848,2048,1024,8374628,1223368,4329628,2205184,616448,7151260,0,8374628,6180808
1931,24.875,20.288,4.587,31,956,7230,8312164,16671886,2048,1024,8385892,1223368,4329628,2216448,616448,7162524,0,8385892,6192072
1932,24.886,20.241,4.644,31,968,7318,8368484,16762260,2048,1024,8442212,1223368,4360348,2242048,616448,7218844,0,8442212,6248392
1933,25.060,20.274,4.786,31,950,7240,8314212,16691520,2048,1024,8387940,1223368,4329628,2218496,616448,7164572,0,8387940,6194120
1934,25.021,20.373,4.648,31,962,7274,8338788,16721224,2048,1024,8412516,1223368,4329628,2243072,616448,7189148,0,8412516,6218696
1935,25.606,20.859,4.747,31,962,7246,8326500,16674882,2048,1024,8400228,1223368,4329628,2230784,616448,7176860,0,8400228,6206408
1936,25.302,20.487,4.815,31,970,7288,8345956,16751806,2048,1024,8419684,1223368,4329628,2250240,616448,7196316,0,8419684,6225864
1937,25.551,20.639,4.912,30,962,7270,8337764,16699332,2048,1024,8411492,1223368,4329628,2242048,616448,7188124,0,8411492,6217672
1938,25.713,21.021,4.693,30,968,7266,8317284,16711002,2048,1024,8421732,1223368,4329628,2252288,616448,7198364,0,8421732,6227912
1939,25.174,20.582,4.592,30,950,7260,8317284,16699480,2048,1024,8421732,1223368,4360348,2221568,616448,7198364,0,8421732,6227912
1940,25.068,20.394,4.674,30,966,7348,8382820,16804632,2048,1024,8456548,1223368,4333724,2283008,616448,7233180,0,8456548,6262728
1941,24.866,20.279,4.587,30,966,7326,8370532,16756744,2048,1024,8413540,1223368,4333724,2240000,616448,7190172,0,8413540,6219720
1942,24.966,20.310,4.656,30,968,7324,8368484,16729586,2048,1024,8411492,1223368,4329628,2242048,616448,7188124,0,8411492,6217672
1943,24.756,20.131,4.625,30,956,7226,8290660,16671454,2048,1024,8395108,1223368,4329628,2225664,616448,7171740,0,8395108,6201288
1944,25.049,20.322,4.727,31,968,7274,8309092,16688448,2048,1024,8413540,1223368,4329628,2244096,616448,7190172,0,8413540,6219720
1945,24.909,20.268,4.641,31,950,7248,8320356,16688324,2048,1024,8394084,1223368,4329628,2224640,616448,7170716,0,8394084,6200264
1946,25.083,20.351,4.733,31,970,7342,8370532,16774644,2048,1024,8444260,1223368,4360348,2244096,616448,7220892,0,8444260,6250440
1947,24.944,20.180,4.764,31,966,7310,8353124,16716804,2048,1024,8396132,1223368,4329628,2226688,616448,7172764,0,8396132,6202312
1948,24.981,20.297,4.684,31,978,7330,8356196,16757804,2048,1024,8429924,1223368,4329628,2260480,616448,7206556,0,8429924,6236104
1949,25.287,20.551,4.736,31,970,7282,8339812,16701850,2048,1024,8413540,1223368,4329628,2244096,616448,7190172,0,8413540,6219720
1950,25.219,20.338,4.881,31,976,7316,8352100,16776026,2048,1024,8425828,1223368,4329628,2256384,616448,7202460,0,8425828,6232008
1951,25.710,20.996,4.715,31,968,7286,8335716,16722964,2048,1024,8409444,1223368,4329628,2240000,616448,7186076,0,8409444,6215624
1952,25.016,20.145,4.871,31,970,7266,8307044,16707576,2048,1024,8411492,1223368,4329628,2242048,616448,7188124,0,8411492,6217672
1953,24.918,20.045,4.873,30,954,7212,8294756,16656586,2048,1024,8399204,1223368,4329628,2229760,616448,7175836,0,8399204,6205384
1954,26.097,21.369,4.728,30,972,7278,8342884,16738842,2048,1024,8416612,1223368,4329628,2247168,616448,7193244,0,8416612,6222792
1955,25.306,20.529,4.777,30,958,7246,8344932,16724190,2048,1024,8387940,1223368,4329628,2218496,616448,7164572,0,8387940,6194120
1956,24.734,20.046,4.689,30,972,7292,8376676,16764618,2048,1024,8419684,1223368,4329628,2250240,616448,7196316,0,8419684,6225864
1957,25.353,20.435,4.918,30,968,7216,8302948,16715714,2048,1024,8407396,1223368,4329628,2237952,616448,7184028,0,8407396,6213576
1958,25.007,20.355,4.652,30,968,7232,8309092,16706362,2048,1024,8413540,1223368,4329628,2244096,616448,7190172,0,8413540,6219720
1959,24.890,20.201,4.689,30,958,7218,8321380,16709160,2048,1024,8425828,1223368,4329628,2256384,616448,7202460,0,8425828,6232008
1960,24.946,20.176,4.769,31,980,7288,8354148,16753590,2048,1024,8427876,1223368,4329628,2258432,616448,7204508,0,8427876,6234056
1961,25.171,20.345,4.826,31,968,7254,8338788,16700170,2048,1024,8381796,1223368,4298908,2243072,616448,7158428,0,8381796,6187976
1962,24.945,20.287,4.658,31,962,7236,8307044,16675652,2048,1024,8380772,1223368,4298908,2242048,616448,7157404,0,8380772,6186952
1963,25.294,20.477,4.817,31,958,7194,8289636,16618332,2048,1024,8363364,1223368,4298908,2224640,616448,7139996,0,8363364,6169544
1964,25.095,20.355,4.740,31,982,7334,8376676,16840538,2048,1024,8419684,1223368,4331676,2248192,616448,7196316,0,8419684,6225864
1965,24.922,20.185,4.738,31,978,7318,8362340,16789974,2048,1024,8405348,1223368,4331676,2233856,616448,7181980,0,8405348,6211528
1966,25.596,20.825,4.771,31,994,7368,8388964,16824826,2048,1024,8431972,1223368,4331676,2260480,616448,7208604,0,8431972,6238152
1967,25.365,20.607,4.758,31,988,7314,8343908,16771238,2048,1024,8417636,1223368,4331676,2246144,616448,7194268,0,8417636,6223816
1968,27.407,22.232,5.175,31,982,7284,8309092,16677678,2048,1024,8382820,1223368,4362396,2180608,616448,7159452,0,8382820,6189000
1969,25.827,20.903,4.924,30,968,7270,8327524,16689088,2048,1024,8370532,1223368,4362396,2168320,616448,7147164,0,8370532,6176712
1970,26.292,21.500,4.792,30,956,7176,8250724,16507760,2048,1024,8293732,1223368,4362396,2091520,616448,7070364,0,8293732,6099912
1971,25.745,21.028,4.717,30,948,7088,8166756,16434372,2048,1024,8271204,1223368,4362396,2068992,616448,7047836,0,8271204,6077384
1972,26.414,21.726,4.688,30,938,7028,8112484,16297014,2048,1024,8216932,1223368,4366492,2010624,616448,6993564,0,8216932,6023112
1973,25.185,20.330,4.855,30,930,7000,8096100,16238484,2048,1024,8200548,1223368,4366492,1994240,616448,6977180,0,8200548,6006728
1974,25.677,21.000,4.677,30,916,6900,8012132,16063590,2048,1024,8085860,1223368,4362396,1883648,616448,6862492,0,8085860,5892040
1975,25.005,20.293,4.712,30,910,6922,8026468,16072680,2048,1024,8069476,1223368,4362396,1867264,616448,6846108,0,8069476,5875656
1976,25.263,20.669,4.594,31,894,6836,7953764,15967598,2048,1024,7996772,1223368,4362396,1794560,616448,6773404,0,7996772,5802952
1977,25.202,20.602,4.599,31,894,6824,7944548,15927370,2048,1024,7987556,1223368,4362396,1785344,616448,6764188,0,7987556,5793736
1978,24.458,19.878,4.579,31,888,6758,7877988,15832058,2048,1024,7951716,1223368,4362396,1749504,616448,6728348,0,7951716,5757896
1979,23.794,19.384,4.410,31,882,6728,7859556,15772684,2048,1024,7933284,1223368,4361372,1732096,616448,6709916,0,7933284,5739464
1980,23.967,19.524,4.444,31,880,6712,7860580,15751822,2048,1024,7934308,1223368,4361372,1733120,616448,6710940,0,7934308,5740488
1981,23.374,19.010,4.364,31,866,6662,7823716,15716674,2048,1024,7928164,1223368,4361372,1726976,616448,6704796,0,7928164,5734344
1982,24.356,19.970,4.386,31,854,6646,7831908,15711478,2048,1024,7905636,1223368,4361372,1704448,616448,6682268,0,7905636,5711816
1983,23.552,19.219,4.333,31,848,6666,7858532,15744046,2048,1024,7901540,1223368,4361372,1700352,616448,6678172,0,7901540,5707720
1984,23.114,18.833,4.282,31,836,6614,7827812,15657632,2048,1024,7870820,1223368,4361372,1669632,616448,6647452,0,7870820,5677000
1985,22.976,18.713,4.263,30,822,6548,7799140,15638996,2048,1024,7872868,1223368,4361372,1671680,616448,6649500,0,7872868,5679048
1986,23.568,19.072,4.496,30,820,6496,7753060,15585912,2048,1024,7857508,1223368,4361372,1656320,616448,6634140,0,7857508,5663688
1987,23.299,19.029,4.270,30,812,6480,7740772,15539568,2048,1024,7845220,1223368,4361372,1644032,616448,6621852,0,7845220,5651400
1988,22.939,18.745,4.194,30,804,6484,7766372,15567814,2048,1024,7840100,1223368,4361372,1638912,616448,6616732,0,7840100,5646280
1989,22.901,18.717,4.184,30,790,6468,7788900,15591670,2048,1024,7831908,1223368,4361372,1630720,616448,6608540,0,7831908,5638088
1990,23.722,19.483,4.239,30,780,6418,7738724,15531922,2048,1024,7812452,1223368,4361372,1611264,616448,6589084,0,7812452,5618632
1991,23.179,19.113,4.066,30,792,6470,7769444,15573916,2048,1024,7843172,1223368,4394140,1609216,616448,6619804,0,7843172,5649352
1992,23.798,19.644,4.154,31,794,6464,7767396,15546782,2048,1024,7841124,1223368,4394140,1607168,616448,6617756,0,7841124,5647304
1993,23.372,19.217,4.155,31,786,6444,7766372,15584630,2048,1024,7840100,1223368,4394140,1606144,616448,6616732,0,7840100,5646280
1994,23.563,19.402,4.160,31,774,6396,7736676,15502442,2048,1024,7810404,1223368,4394140,1576448,616448,6587036,0,7810404,5616584
1995,23.383,19.327,4.056,31,768,6340,7700836,15469766,2048,1024,7805284,1223368,4394140,1571328,616448,6581916,0,7805284,5611464
1996,23.110,18.985,4.125,31,768,6368,7738724,15523588,2048,1024,7843172,1223368,4424860,1578496,616448,6619804,0,7843172,5649352
1997,22.686,18.630,4.056,31,754,6364,7761252,15547576,2048,1024,7834980,1223368,4394140,1601024,616448,6611612,0,7834980,5641160
1998,22.294,18.320,3.974,31,754,6372,7767396,15539000,2048,1024,7810404,1223368,4394140,1576448,616448,6587036,0,7810404,5616584
1999,22.122,18.262,3.860,31,746,6364,7763300,15509168,2048,1024,7806308,1223368,4394140,1572352,616448,6582940,0,7806308,5612488
2000,22.131,18.258,3.874,30,730,6272,7695716,15471140,2048,1024,7800164,1223368,4394140,1566208,616448,6576796,0,7800164,5606344
2001,21.890,18.075,3.815,29,730,6278,7703908,15466532,2048,1024,7808356,1223368,4394140,1574400,616448,6584988,0,7808356,5614536
2002,22.166,18.270,3.896,29,732,6300,7725412,15489220,2048,1024,7799140,1223368,4394140,1565184,616448,6575772,0,7799140,5605320
2003,22.345,18.474,3.872,29,734,6336,7747940,15513988,2048,1024,7821668,1223368,4424860,1556992,616448,6598300,0,7821668,5627848
2004,22.244,18.341,3.903,29,734,6322,7730532,15517030,2048,1024,7804260,1223368,4398236,1566208,616448,6580892,0,7804260,5610440
2005,22.193,18.277,3.916,29,734,6322,7730532,15495910,2048,1024,7804260,1223368,4398236,1566208,616448,6580892,0,7804260,5610440
2006,22.494,18.610,3.884,29,724,6286,7710052,15432540,2048,1024,7783780,1223368,4394140,1549824,616448,6560412,0,7783780,5589960
2007,21.895,18.119,3.776,29,724,6286,7710052,15472860,2048,1024,7783780,1223368,4394140,1549824,616448,6560412,0,7783780,5589960
2008,22.311,18.336,3.975,30,740,6350,7742820,15517420,2048,1024,7816548,1223368,4426908,1549824,616448,6593180,0,7816548,5622728
2009,22.103,18.242,3.861,30,738,6318,7715172,15501580,2048,1024,7819620,1223368,4426908,1552896,616448,6596252,0,7819620,5625800
2010,22.392,18.493,3.899,30,742,6358,7744868,15540942,2048,1024,7849316,1223368,4457628,1551872,616448,6625948,0,7849316,5655496
2011,22.783,18.863,3.920,30,742,6350,7741796,15513582,2048,1024,7815524,1223368,4426908,1548800,616448,6592156,0,7815524,5621704
2012,23.143,19.164,3.979,30,750,6402,7789924,15588530,2048,1024,7832932,1223368,4426908,1566208,616448,6609564,0,7832932,5639112
2013,23.123,18.967,4.156,30,750,6402,7789924,15567410,2048,1024,7832932,1223368,4426908,1566208,616448,6609564,0,7832932,5639112
2014,22.260,18.366,3.895,30,744,6330,7724388,15536050,2048,1024,7828836,1223368,4426908,1562112,616448,6605468,0,7828836,5635016
2015,22.405,18.493,3.912,30,744,6330,7724388,15514930,2048,1024,7828836,1223368,4426908,1562112,616448,6605468,0,7828836,5635016
2016,22.299,18.330,3.969,30,738,6326,7738724,15520360,2048,1024,7843172,1223368,4426908,1576448,616448,6619804,0,7843172,5649352
2017,22.170,18.256,3.914,29,738,6332,7746916,15515752,2048,1024,7820644,1223368,4426908,1553920,616448,6597276,0,7820644,5626824
2018,22.405,18.462,3.943,29,744,6366,7776612,15555080,2048,1024,7819620,1223368,4426908,1552896,616448,6596252,0,7819620,5625800
2019,22.203,18.260,3.943,29,742,6330,7737700,15516488,2048,1024,7811428,1223368,4426908,1544704,616448,6588060,0,7811428,5617608
2020,22.215,18.348,3.867,30,744,6344,7751012,15520490,2048,1024,7824740,1223368,4426908,1558016,616448,6601372,0,7824740,5630920
2021,23.147,19.247,3.900,30,742,6312,7720292,15498410,2048,1024,7794020,1223368,4426908,1527296,616448,6570652,0,7794020,5600200
2022,22.279,18.378,3.901,30,754,6364,7744868,15528120,2048,1024,7818596,1223368,4459676,1519104,616448,6595228,0,7818596,5624776
2023,22.391,18.280,4.110,30,752,6332,7714148,15506040,2048,1024,7818596,1223368,4459676,1519104,616448,6595228,0,7818596,5624776
2024,22.278,18.388,3.890,31,760,6388,7757156,15570750,2048,1024,7830884,1223368,4459676,1531392,616448,6607516,0,7830884,5637064
2025,22.321,18.444,3.878,31,762,6424,7790948,15618270,2048,1024,7833956,1223368,4459676,1534464,616448,6610588,0,7833956,5640136
2026,22.437,18.472,3.965,31,760,6436,7808356,15632282,2048,1024,7851364,1223368,4459676,1551872,616448,6627996,0,7851364,5657544
2027,22.201,18.306,3.895,31,760,6428,7805284,15604922,2048,1024,7848292,1223368,4459676,1548800,616448,6624924,0,7848292,5654472
2028,22.462,18.476,3.986,31,758,6376,7753060,15598780,2048,1024,7857508,1223368,4459676,1558016,616448,6634140,0,7857508,5663688
2029,22.327,18.369,3.958,31,758,6376,7753060,15577660,2048,1024,7857508,1223368,4459676,1558016,616448,6634140,0,7857508,5663688
2030,22.313,18.352,3.961,30,762,6392,7761252,15573440,2048,1024,7865700,1223368,4459676,1566208,616448,6642332,0,7865700,5671880
2031,22.255,18.305,3.950,30,764,6424,7791972,15614720,2048,1024,7865700,1223368,4459676,1566208,616448,6642332,0,7865700,5671880
2032,22.238,18.310,3.928,30,764,6424,7791972,15591680,2048,1024,7834980,1223368,4428956,1566208,616448,6611612,0,7834980,5641160
2033,22.296,18.240,4.056,29,778,6428,7802212,15650468,2048,1024,7875940,1223368,4461724,1574400,616448,6652572,0,7875940,5682120
2034,20.721,15.251,5.470,25,1212,6408,6601060,13232470,2048,1024,6674788,1223368,4375196,1074176,2048,5451420,0,6674788,4480968
2035,20.718,15.293,5.425,25,1212,6408,6601060,13266562,2048,1024,6705508,1223368,4375196,1104896,2048,5482140,0,6705508,4511688
2036,21.296,15.578,5.718,25,1216,6450,6635876,13308144,2048,1024,6678884,1223368,4379292,1074176,2048,5455516,0,6678884,4485064
2037,20.774,15.237,5.537,25,1216,6448,6635876,13280730,2048,1024,6678884,1223368,4379292,1074176,2048,5455516,0,6678884,4485064
2038,21.754,16.147,5.607,25,1202,6326,6583652,13206500,2048,1024,6658404,1223368,4375196,1057792,2048,5435036,0,6658404,4464584
2039,22.732,17.133,5.600,25,1204,6360,6614372,13232060,2048,1024,6689124,1223368,4405916,1057792,2048,5465756,0,6689124,4495304
2040,22.297,16.811,5.486,25,1198,6380,6640996,13247778,2048,1024,6689124,1223368,4405916,1057792,2048,5465756,0,6689124,4495304
2041,21.699,16.019,5.680,25,1190,6368,6636900,13202622,2048,1024,6689124,1223368,4405916,1057792,2048,5465756,0,6689124,4495304
2042,22.082,16.524,5.557,25,1188,6318,6579556,13178944,2048,1024,6693220,1223368,4405916,1061888,2048,5469852,0,6693220,4499400
2043,21.438,16.040,5.398,25,1184,6318,6577508,13139506,2048,1024,6689124,1223368,4401820,1061888,2048,5465756,0,6689124,4495304
2044,20.842,15.381,5.460,25,1172,6248,6556004,13110150,2048,1024,6700388,1223368,4400796,1074176,2048,5477020,0,6700388,4506568
2045,20.794,15.430,5.364,25,1168,6214,6583652,13123726,2048,1024,6698340,1223368,4398748,1074176,2048,5474972,0,6698340,4504520
2046,20.045,14.737,5.308,25,1140,5890,6239588,12435162,2048,1024,6321508,1223368,4394652,701440,2048,5098140,0,6321508,4127688
2047,20.000,14.747,5.253,25,1138,5882,6238564,12410818,2048,1024,6319460,1223368,4392604,701440,2048,5096092,0,6319460,4125640
2048,19.944,14.745,5.199,25,1118,5850,6216036,12363468,2048,1024,6302052,1223368,4391580,685056,2048,5078684,0,6302052,4108232
2049,19.582,14.286,5.296,25,1098,5692,6181220,12330038,2048,1024,6300004,1223368,4389532,685056,2048,5076636,0,6300004,4106184
2050,19.564,14.406,5.157,25,1092,5618,6148452,12284118,2048,1024,6273380,1223368,4354716,693248,2048,5050012,0,6273380,4079560
2051,19.751,14.558,5.193,25,1086,5654,6145380,12239718,2048,1024,6267236,1223368,4348572,693248,2048,5043868,0,6267236,4073416
2052,19.458,14.288,5.170,26,1074,5624,6142308,12192626,2048,1024,6267236,1223368,4344476,697344,2048,5043868,0,6267236,4073416
2053,19.436,14.392,5.044,26,1058,5594,6163812,12196850,2048,1024,6266212,1223368,4343452,697344,2048,5042844,0,6266212,4072392
2054,19.261,14.279,4.982,26,1048,5598,6158692,12146518,2048,1024,6248804,1223368,4334236,689152,2048,5025436,0,6248804,4054984
2055,19.132,14.242,4.891,26,1000,5426,6088036,12088188,2048,1024,6208868,1223368,4327068,656384,2048,4985500,0,6208868,4015048
2056,18.891,14.030,4.861,26,984,5376,6076772,12022954,2048,1024,6196580,1223368,4318876,652288,2048,4973212,0,6196580,4002760
2057,18.759,14.018,4.741,26,978,5360,6044004,11977954,2048,1024,6189412,1223368,4311708,652288,2048,4966044,0,6189412,3995592
2058,18.949,14.174,4.775,26,958,5310,6027620,11901894,2048,1024,6177124,1223368,4307612,644096,2048,4953756,0,6177124,3983304
2059,19.199,14.563,4.636,26,938,5318,6017380,11841156,2048,1024,6169956,1223368,4300444,644096,2048,4946588,0,6169956,3976136
2060,18.826,14.105,4.721,26,882,5122,5947748,11854600,2048,1024,6198628,1223368,4325020,648192,2048,4975260,0,6198628,4004808
2061,18.426,13.902,4.524,26,864,5054,5938532,11795086,2048,1024,6096228,1223368,4251292,619520,2048,4872860,0,6096228,3902408
2062,18.181,13.782,4.400,25,862,5072,5943652,11759228,2048,1024,6095204,1223368,4242076,627712,2048,4871836,0,6095204,3901384
