# cpu: sse2=1 sse41=1 avx2=1 avx512=1
frame,total_ms,raster_ms,other_ms,flushes,tris,binned,area_px,bbox_px,tw,th,m_tex,m_bilin,m_over,m_add,m_blendoth,m_atest,m_ztest,m_flat,m_linv
2701,24.640,18.801,5.838,63,1162,6442,6914660,13440400,2048,1024,6940004,1223368,3679900,1823744,212992,5716636,0,6940004,4746184
2702,24.738,19.214,5.525,63,1152,6374,6889060,13387870,2048,1024,6914404,1223368,3667868,1810176,212992,5691036,0,6914404,4720584
2703,27.431,21.461,5.970,61,1156,6366,6866532,13338914,2048,1024,6891876,1223368,3658652,1800960,208896,5668508,0,6891876,4698056
2704,26.122,20.415,5.707,61,1154,6352,6859364,13323928,2048,1024,6884708,1223368,3658652,1793792,208896,5661340,0,6884708,4690888
2705,27.163,21.310,5.853,61,1168,6380,6857060,13320222,2048,1024,6882404,1223368,3661212,1807360,190464,5659036,0,6882404,4688584
2706,28.814,19.916,8.898,55,1110,6166,6628452,12859328,2048,1024,6654820,1223368,3587484,1653248,190720,5431452,0,6654820,4461000
2707,44.972,16.398,28.574,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2708,26.281,15.912,10.369,5,2716,9370,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2709,25.157,14.881,10.276,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2710,26.552,16.262,10.290,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2711,25.217,15.309,9.908,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2712,24.921,15.032,9.888,5,2716,9370,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2713,25.122,15.123,9.998,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2714,25.112,15.219,9.893,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2715,25.211,14.951,10.259,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2716,25.282,15.049,10.234,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2717,25.031,14.831,10.200,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2718,25.770,15.289,10.481,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2719,25.778,15.280,10.498,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2720,25.014,14.854,10.160,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2721,24.843,15.024,9.819,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2722,25.610,15.336,10.274,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2723,25.588,15.229,10.359,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2724,25.154,14.928,10.227,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2725,25.331,15.497,9.834,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2726,25.581,15.190,10.392,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2727,25.524,15.617,9.907,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2728,25.274,15.117,10.157,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2729,25.394,15.214,10.181,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2730,24.924,14.748,10.176,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2731,25.717,15.451,10.267,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2732,25.381,15.132,10.249,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2733,25.799,15.364,10.435,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2734,25.199,14.950,10.248,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2735,25.471,15.283,10.188,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2736,25.274,15.041,10.233,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2737,24.790,14.984,9.806,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2738,24.942,14.794,10.148,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2739,25.278,15.375,9.903,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2740,24.723,14.872,9.851,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2741,25.483,15.242,10.241,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2742,25.401,15.247,10.154,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2743,26.005,15.695,10.310,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2744,25.466,15.581,9.885,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2745,26.092,15.371,10.721,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2746,24.848,15.004,9.844,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2747,25.930,15.907,10.023,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2748,26.037,16.198,9.839,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2749,27.177,15.682,11.495,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2750,26.558,16.234,10.323,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2751,26.034,15.800,10.234,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2752,26.031,16.113,9.918,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2753,25.799,15.497,10.302,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2754,25.367,15.304,10.063,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2755,25.431,15.110,10.321,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2756,25.393,15.078,10.315,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2757,24.761,14.975,9.785,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2758,25.376,15.167,10.210,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2759,25.603,15.407,10.196,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2760,25.549,15.254,10.295,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2761,25.127,14.871,10.257,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2762,25.715,15.061,10.653,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2763,26.091,15.605,10.486,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2764,25.078,14.766,10.311,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2765,25.452,15.178,10.274,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2766,25.107,14.955,10.152,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2767,24.995,15.119,9.876,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2768,24.981,14.747,10.235,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2769,25.272,15.038,10.234,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2770,24.872,15.003,9.869,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2771,25.365,15.093,10.272,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2772,25.074,14.718,10.356,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2773,24.980,15.080,9.901,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2774,26.290,15.897,10.393,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2775,27.146,16.568,10.578,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2776,26.299,15.715,10.584,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2777,25.024,15.090,9.934,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2778,25.549,15.562,9.987,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2779,25.559,15.415,10.144,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2780,26.280,15.780,10.500,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2781,25.514,15.486,10.028,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2782,25.301,15.016,10.286,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2783,25.532,15.296,10.236,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2784,26.097,16.035,10.062,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2785,26.204,15.295,10.910,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2786,26.220,15.567,10.653,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2787,26.097,16.072,10.026,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2788,25.929,16.078,9.851,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2789,25.572,15.261,10.310,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2790,25.926,15.260,10.666,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2791,25.074,14.995,10.079,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2792,25.601,15.291,10.309,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2793,26.707,16.263,10.445,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2794,25.433,15.187,10.246,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2795,26.300,16.351,9.949,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2796,25.828,15.830,9.998,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2797,26.192,15.831,10.361,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2798,26.034,16.209,9.825,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2799,26.018,15.775,10.243,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2800,25.966,15.971,9.995,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2801,26.226,15.892,10.334,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2802,25.942,15.962,9.980,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2803,26.891,15.904,10.986,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2804,26.267,16.113,10.154,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2805,26.165,15.770,10.396,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2806,25.504,15.333,10.171,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2807,25.645,15.550,10.096,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2808,26.540,16.604,9.936,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2809,27.204,17.280,9.924,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2810,26.831,16.320,10.510,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2811,27.219,16.970,10.250,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2812,27.603,16.895,10.708,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2813,27.384,16.301,11.082,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2814,26.953,16.658,10.295,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2815,26.333,15.885,10.448,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2816,26.737,16.401,10.336,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2817,25.559,15.619,9.940,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2818,27.755,17.362,10.393,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2819,26.568,15.902,10.666,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2820,26.527,16.088,10.439,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2821,25.867,15.456,10.412,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2822,26.502,15.729,10.772,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2823,25.860,15.583,10.277,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2824,26.263,15.993,10.270,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2825,28.172,17.456,10.717,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2826,26.668,16.046,10.622,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2827,25.809,15.633,10.175,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2828,25.548,15.237,10.312,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2829,25.427,15.024,10.403,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2830,25.938,15.498,10.440,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2831,24.759,14.890,9.869,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2832,25.095,15.253,9.841,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2833,25.139,15.290,9.849,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2834,25.565,15.723,9.842,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2835,26.097,15.717,10.380,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2836,25.387,15.123,10.264,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2837,26.045,15.686,10.359,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2838,26.117,15.673,10.444,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2839,25.019,14.843,10.176,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2840,26.258,16.038,10.220,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2841,25.325,15.029,10.295,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2842,25.487,14.972,10.515,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2843,25.428,15.131,10.297,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2844,24.960,15.132,9.828,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2845,25.133,14.827,10.306,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2846,25.296,14.971,10.324,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2847,24.883,14.691,10.192,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2848,25.387,15.159,10.228,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2849,25.034,14.863,10.171,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2850,25.446,15.166,10.279,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2851,25.645,15.599,10.046,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2852,26.533,16.083,10.450,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2853,26.064,15.388,10.676,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2854,25.314,15.300,10.014,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2855,25.821,15.595,10.226,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2856,25.092,14.905,10.187,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2857,25.626,15.449,10.178,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2858,25.183,14.839,10.343,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2859,25.489,15.163,10.326,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2860,25.318,15.053,10.266,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2861,25.633,15.732,9.901,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2862,24.907,14.977,9.931,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2863,25.017,15.136,9.881,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2864,26.156,16.300,9.857,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2865,26.127,15.909,10.218,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2866,25.527,15.673,9.854,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2867,25.954,15.943,10.012,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2868,25.757,15.833,9.924,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2869,26.524,16.523,10.001,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2870,25.697,15.865,9.832,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2871,25.012,15.180,9.831,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2872,25.085,15.259,9.826,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2873,25.274,15.341,9.933,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2874,25.272,15.141,10.130,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2875,25.607,15.172,10.435,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2876,25.447,15.073,10.373,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2877,25.320,15.179,10.142,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2878,25.458,15.186,10.272,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2879,24.806,14.979,9.827,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2880,24.942,14.948,9.995,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2881,25.713,15.798,9.915,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2882,62.449,15.111,47.337,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2883,32.271,16.017,16.253,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2884,28.139,15.632,12.506,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2885,27.079,15.548,11.532,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2886,25.814,15.415,10.400,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2887,27.080,15.222,11.859,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2888,26.166,15.595,10.571,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2889,26.325,15.891,10.433,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2890,26.242,15.380,10.862,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2891,26.234,15.604,10.630,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2892,25.164,14.797,10.367,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2893,25.678,15.249,10.429,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2894,24.777,14.850,9.927,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2895,25.605,15.118,10.487,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2896,25.386,15.082,10.304,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2897,25.087,15.138,9.950,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2898,24.879,14.862,10.017,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2899,25.613,15.292,10.321,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2900,25.221,14.868,10.353,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2901,25.798,15.424,10.374,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2902,25.617,15.533,10.084,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
2903,25.681,15.135,10.547,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
