frame,total_ms,raster_ms,other_ms,flushes,tris,binned,area_px,bbox_px,tw,th
3851,27.620,17.419,10.201,2,2716,9378,7276542,14012424,2048,1024
3852,25.290,14.907,10.383,2,2716,9372,7276542,14012424,2048,1024
3853,24.677,15.003,9.674,2,2716,9376,7276542,14012424,2048,1024
3854,24.349,14.638,9.711,2,2716,9376,7276542,14012424,2048,1024
3855,24.493,14.834,9.659,2,2716,9376,7276542,14012424,2048,1024
3856,24.868,14.857,10.012,2,2716,9372,7276542,14012424,2048,1024
3857,25.308,15.598,9.709,2,2716,9374,7276542,14012424,2048,1024
3858,25.630,15.434,10.196,2,2716,9374,7276542,14012424,2048,1024
3859,25.814,16.062,9.753,2,2716,9376,7276542,14012424,2048,1024
3860,25.543,15.811,9.732,2,2716,9372,7276542,14012424,2048,1024
3861,25.879,16.145,9.734,2,2716,9374,7276542,14012424,2048,1024
3862,24.543,14.689,9.854,2,2716,9376,7276542,14012424,2048,1024
3863,25.094,14.561,10.533,2,2716,9374,7276542,14012424,2048,1024
3864,24.810,14.922,9.888,2,2716,9372,7276542,14012424,2048,1024
3865,24.236,14.510,9.726,2,2716,9376,7276542,14012424,2048,1024
3866,26.690,16.350,10.341,2,2716,9374,7276542,14012424,2048,1024
3867,24.725,14.660,10.065,2,2716,9374,7276542,14012424,2048,1024
3868,25.123,15.461,9.662,2,2716,9372,7276542,14012424,2048,1024
3869,24.705,14.611,10.094,2,2716,9378,7276542,14012424,2048,1024
3870,24.635,14.384,10.251,2,2716,9378,7276542,14012424,2048,1024
3871,24.451,14.850,9.600,2,2716,9376,7276542,14012424,2048,1024
3872,24.164,14.388,9.776,2,2716,9372,7276542,14012424,2048,1024
3873,24.974,14.709,10.265,2,2716,9376,7276542,14012424,2048,1024
3874,24.835,14.556,10.278,2,2716,9378,7276542,14012424,2048,1024
3875,24.574,14.875,9.700,2,2716,9378,7276542,14012424,2048,1024
3876,26.060,15.890,10.170,2,2716,9372,7276542,14012424,2048,1024
3877,24.619,14.728,9.891,2,2716,9376,7276542,14012424,2048,1024
3878,24.708,14.804,9.904,2,2716,9376,7276542,14012424,2048,1024
3879,24.958,14.733,10.225,2,2716,9376,7276542,14012424,2048,1024
3880,25.230,14.525,10.705,2,2716,9372,7276542,14012424,2048,1024
3881,24.902,14.570,10.332,2,2716,9374,7276542,14012424,2048,1024
3882,24.872,14.650,10.223,2,2716,9374,7276542,14012424,2048,1024
3883,24.518,14.805,9.714,2,2716,9376,7276542,14012424,2048,1024
3884,25.107,14.623,10.484,2,2716,9372,7276542,14012424,2048,1024
3885,25.032,14.689,10.343,2,2716,9374,7276542,14012424,2048,1024
3886,24.437,14.741,9.696,2,2716,9376,7276542,14012424,2048,1024
3887,24.190,14.461,9.729,2,2716,9374,7276542,14012424,2048,1024
3888,24.264,14.390,9.874,2,2716,9372,7276542,14012424,2048,1024
3889,24.190,14.423,9.767,2,2716,9376,7276542,14012424,2048,1024
3890,24.376,14.449,9.927,2,2716,9374,7276542,14012424,2048,1024
3891,25.927,15.186,10.741,2,2716,9374,7276542,14012424,2048,1024
3892,27.673,17.744,9.929,2,2716,9372,7276542,14012424,2048,1024
3893,24.409,14.542,9.868,2,2716,9378,7276542,14012424,2048,1024
3894,24.481,14.471,10.010,2,2716,9378,7276542,14012424,2048,1024
3895,24.688,14.573,10.116,2,2716,9376,7276542,14012424,2048,1024
3896,24.318,14.557,9.761,2,2716,9372,7276542,14012424,2048,1024
3897,24.448,14.707,9.741,2,2716,9376,7276542,14012424,2048,1024
3898,25.122,14.448,10.674,2,2716,9378,7276542,14012424,2048,1024
3899,23.988,14.326,9.662,2,2716,9378,7276542,14012424,2048,1024
3900,25.312,15.064,10.249,2,2716,9372,7276542,14012424,2048,1024
3901,26.253,15.244,11.009,2,2716,9376,7276542,14012424,2048,1024
3902,24.914,14.789,10.125,2,2716,9376,7276542,14012424,2048,1024
3903,25.621,16.012,9.609,2,2716,9376,7276542,14012424,2048,1024
3904,24.756,14.615,10.141,2,2716,9372,7276542,14012424,2048,1024
3905,24.020,14.317,9.703,2,2716,9374,7276542,14012424,2048,1024
3906,24.554,14.443,10.111,2,2716,9374,7276542,14012424,2048,1024
3907,25.337,15.353,9.984,2,2716,9376,7276542,14012424,2048,1024
3908,24.647,14.875,9.772,2,2716,9372,7276542,14012424,2048,1024
3909,25.295,15.508,9.788,2,2716,9374,7276542,14012424,2048,1024
3910,25.081,15.348,9.734,2,2716,9376,7276542,14012424,2048,1024
3911,24.477,14.652,9.825,2,2716,9374,7276542,14012424,2048,1024
3912,25.259,15.590,9.668,2,2716,9372,7276542,14012424,2048,1024
3913,24.679,14.915,9.764,2,2716,9376,7276542,14012424,2048,1024
3914,24.783,14.613,10.170,2,2716,9374,7276542,14012424,2048,1024
3915,24.759,15.001,9.758,2,2716,9374,7276542,14012424,2048,1024
3916,24.195,14.501,9.694,2,2716,9372,7276542,14012424,2048,1024
3917,24.798,15.016,9.783,2,2716,9378,7276542,14012424,2048,1024
3918,27.746,17.568,10.178,2,2716,9378,7276542,14012424,2048,1024
3919,27.762,16.317,11.445,2,2716,9376,7276542,14012424,2048,1024
3920,25.598,15.788,9.810,2,2716,9372,7276542,14012424,2048,1024
3921,25.584,15.881,9.703,2,2716,9376,7276542,14012424,2048,1024
3922,25.206,15.348,9.858,2,2716,9378,7276542,14012424,2048,1024
3923,24.623,14.716,9.907,2,2716,9378,7276542,14012424,2048,1024
3924,24.381,14.618,9.762,2,2716,9372,7276542,14012424,2048,1024
3925,24.311,14.519,9.792,2,2716,9376,7276542,14012424,2048,1024
3926,24.258,14.600,9.658,2,2716,9376,7276542,14012424,2048,1024
3927,24.667,14.834,9.833,2,2716,9376,7276542,14012424,2048,1024
3928,23.952,14.367,9.585,2,2716,9372,7276542,14012424,2048,1024
3929,24.995,14.889,10.106,2,2716,9374,7276542,14012424,2048,1024
3930,24.389,14.432,9.957,2,2716,9374,7276542,14012424,2048,1024
3931,26.185,16.434,9.751,2,2716,9376,7276542,14012424,2048,1024
3932,25.722,15.788,9.934,2,2716,9372,7276542,14012424,2048,1024
3933,24.246,14.540,9.706,2,2716,9374,7276542,14012424,2048,1024
3934,24.211,14.545,9.665,2,2716,9376,7276542,14012424,2048,1024
3935,25.130,14.942,10.187,2,2716,9374,7276542,14012424,2048,1024
3936,25.900,16.238,9.662,2,2716,9372,7276542,14012424,2048,1024
3937,25.545,15.260,10.285,2,2716,9376,7276542,14012424,2048,1024
3938,24.421,14.659,9.762,2,2716,9374,7276542,14012424,2048,1024
3939,24.981,14.631,10.350,2,2716,9374,7276542,14012424,2048,1024
3940,25.439,15.734,9.705,2,2716,9372,7276542,14012424,2048,1024
3941,24.686,14.973,9.713,2,2716,9378,7276542,14012424,2048,1024
3942,24.807,14.433,10.374,2,2716,9378,7276542,14012424,2048,1024
3943,24.906,15.153,9.753,2,2716,9376,7276542,14012424,2048,1024
3944,24.290,14.438,9.851,2,2716,9372,7276542,14012424,2048,1024
3945,24.970,14.631,10.339,2,2716,9376,7276542,14012424,2048,1024
3946,24.176,14.487,9.689,2,2716,9378,7276542,14012424,2048,1024
3947,25.368,15.204,10.163,2,2716,9378,7276542,14012424,2048,1024
3948,24.914,14.700,10.215,2,2716,9372,7276542,14012424,2048,1024
3949,24.167,14.466,9.700,2,2716,9376,7276542,14012424,2048,1024
3950,24.969,14.926,10.043,2,2716,9376,7276542,14012424,2048,1024
3951,24.788,14.808,9.980,2,2716,9376,7276542,14012424,2048,1024
3952,24.634,14.590,10.043,2,2716,9372,7276542,14012424,2048,1024
3953,24.090,14.370,9.720,2,2716,9374,7276542,14012424,2048,1024
3954,24.740,14.620,10.120,2,2716,9374,7276542,14012424,2048,1024
3955,25.078,14.699,10.379,2,2716,9376,7276542,14012424,2048,1024
3956,24.809,14.549,10.260,2,2716,9372,7276542,14012424,2048,1024
3957,24.263,14.501,9.762,2,2716,9374,7276542,14012424,2048,1024
3958,24.413,14.666,9.747,2,2716,9376,7276542,14012424,2048,1024
3959,24.332,14.555,9.777,2,2716,9374,7276542,14012424,2048,1024
3960,26.831,17.061,9.770,2,2716,9372,7276542,14012424,2048,1024
3961,25.090,15.005,10.085,2,2716,9376,7276542,14012424,2048,1024
3962,24.835,14.616,10.220,2,2716,9374,7276542,14012424,2048,1024
3963,24.974,14.792,10.182,2,2716,9374,7276542,14012424,2048,1024
3964,25.013,14.595,10.418,2,2716,9372,7276542,14012424,2048,1024
3965,24.264,14.573,9.691,2,2716,9378,7276542,14012424,2048,1024
3966,24.311,14.526,9.785,2,2716,9378,7276542,14012424,2048,1024
3967,24.354,14.686,9.668,2,2716,9376,7276542,14012424,2048,1024
3968,24.227,14.555,9.672,2,2716,9372,7276542,14012424,2048,1024
3969,24.742,14.686,10.056,2,2716,9376,7276542,14012424,2048,1024
3970,25.178,14.745,10.433,2,2716,9378,7276542,14012424,2048,1024
3971,24.962,15.021,9.941,2,2716,9378,7276542,14012424,2048,1024
3972,25.249,15.569,9.680,2,2716,9372,7276542,14012424,2048,1024
3973,24.362,14.653,9.709,2,2716,9376,7276542,14012424,2048,1024
3974,25.091,14.877,10.213,2,2716,9376,7276542,14012424,2048,1024
3975,25.712,15.995,9.718,2,2716,9376,7276542,14012424,2048,1024
3976,24.491,14.683,9.808,2,2716,9372,7276542,14012424,2048,1024
3977,24.660,14.822,9.838,2,2716,9374,7276542,14012424,2048,1024
3978,25.034,15.296,9.738,2,2716,9374,7276542,14012424,2048,1024
3979,25.715,15.862,9.853,2,2716,9376,7276542,14012424,2048,1024
3980,25.585,15.527,10.058,2,2716,9372,7276542,14012424,2048,1024
3981,31.363,17.455,13.907,2,2716,9374,7276542,14012424,2048,1024
3982,25.396,15.411,9.986,2,2716,9376,7276542,14012424,2048,1024
3983,24.231,14.601,9.630,2,2716,9374,7276542,14012424,2048,1024
3984,24.429,14.670,9.759,2,2716,9372,7276542,14012424,2048,1024
3985,24.898,15.109,9.789,2,2716,9376,7276542,14012424,2048,1024
3986,24.098,14.431,9.667,2,2716,9374,7276542,14012424,2048,1024
3987,25.608,15.177,10.431,2,2716,9374,7276542,14012424,2048,1024
3988,24.772,14.557,10.215,2,2716,9372,7276542,14012424,2048,1024
3989,24.213,14.402,9.811,2,2716,9378,7276542,14012424,2048,1024
3990,24.441,14.802,9.639,2,2716,9378,7276542,14012424,2048,1024
3991,24.430,14.675,9.754,2,2716,9376,7276542,14012424,2048,1024
3992,25.247,14.970,10.278,2,2716,9372,7276542,14012424,2048,1024
3993,25.003,14.686,10.316,2,2716,9376,7276542,14012424,2048,1024
3994,24.690,14.866,9.824,2,2716,9378,7276542,14012424,2048,1024
3995,25.167,14.907,10.261,2,2716,9378,7276542,14012424,2048,1024
3996,25.088,15.165,9.923,2,2716,9372,7276542,14012424,2048,1024
3997,24.919,15.114,9.805,2,2716,9376,7276542,14012424,2048,1024
3998,25.359,15.248,10.111,2,2716,9376,7276542,14012424,2048,1024
3999,24.869,15.150,9.719,2,2716,9376,7276542,14012424,2048,1024
4000,25.641,15.515,10.127,2,2716,9372,7276542,14012424,2048,1024
4001,25.223,15.497,9.726,2,2716,9374,7276542,14012424,2048,1024
4002,27.198,17.277,9.921,2,2716,9374,7276542,14012424,2048,1024
4003,25.076,14.622,10.454,2,2716,9376,7276542,14012424,2048,1024
4004,24.159,14.281,9.878,2,2716,9372,7276542,14012424,2048,1024
4005,24.434,14.766,9.668,2,2716,9374,7276542,14012424,2048,1024
4006,25.285,15.088,10.197,2,2716,9376,7276542,14012424,2048,1024
4007,25.368,15.081,10.287,2,2716,9374,7276542,14012424,2048,1024
4008,24.811,14.994,9.817,2,2716,9372,7276542,14012424,2048,1024
4009,25.486,15.384,10.102,2,2716,9376,7276542,14012424,2048,1024
4010,24.115,14.335,9.781,2,2716,9374,7276542,14012424,2048,1024
4011,25.239,14.839,10.400,2,2716,9374,7276542,14012424,2048,1024
4012,25.947,16.293,9.654,2,2716,9372,7276542,14012424,2048,1024
4013,24.260,14.487,9.774,2,2716,9378,7276542,14012424,2048,1024
4014,24.503,14.630,9.873,2,2716,9378,7276542,14012424,2048,1024
4015,25.252,14.930,10.322,2,2716,9376,7276542,14012424,2048,1024
4016,24.296,14.574,9.722,2,2716,9372,7276542,14012424,2048,1024
4017,25.559,15.390,10.169,2,2716,9376,7276542,14012424,2048,1024
4018,24.391,14.378,10.013,2,2716,9378,7276542,14012424,2048,1024
4019,25.400,14.947,10.453,2,2716,9378,7276542,14012424,2048,1024
4020,24.706,14.589,10.117,2,2716,9372,7276542,14012424,2048,1024
4021,24.692,14.674,10.018,2,2716,9376,7276542,14012424,2048,1024
4022,24.944,14.804,10.140,2,2716,9376,7276542,14012424,2048,1024
4023,24.634,14.467,10.167,2,2716,9376,7276542,14012424,2048,1024
4024,24.384,14.687,9.698,2,2716,9372,7276542,14012424,2048,1024
4025,25.918,15.329,10.588,2,2716,9374,7276542,14012424,2048,1024
4026,24.543,14.624,9.919,2,2716,9374,7276542,14012424,2048,1024
4027,24.260,14.479,9.781,2,2716,9376,7276542,14012424,2048,1024
4028,24.852,15.074,9.779,2,2716,9372,7276542,14012424,2048,1024
4029,24.528,14.730,9.798,2,2716,9374,7276542,14012424,2048,1024
4030,24.826,14.499,10.327,2,2716,9376,7276542,14012424,2048,1024
4031,24.362,14.538,9.824,2,2716,9374,7276542,14012424,2048,1024
4032,24.842,15.091,9.751,2,2716,9372,7276542,14012424,2048,1024
4033,24.866,14.658,10.208,2,2716,9376,7276542,14012424,2048,1024
4034,24.646,14.976,9.670,2,2716,9374,7276542,14012424,2048,1024
4035,24.472,14.655,9.816,2,2716,9374,7276542,14012424,2048,1024
4036,24.344,14.615,9.729,2,2716,9372,7276542,14012424,2048,1024
4037,24.275,14.458,9.817,2,2716,9378,7276542,14012424,2048,1024
4038,27.701,17.374,10.327,2,2716,9378,7276542,14012424,2048,1024
4039,26.590,15.987,10.603,2,2716,9376,7276542,14012424,2048,1024
4040,26.521,16.474,10.047,2,2716,9372,7276542,14012424,2048,1024
4041,29.002,17.649,11.353,2,2716,9376,7276542,14012424,2048,1024
4042,25.997,15.620,10.376,2,2716,9378,7276542,14012424,2048,1024
4043,24.339,14.592,9.748,2,2716,9378,7276542,14012424,2048,1024
4044,24.338,14.564,9.774,2,2716,9372,7276542,14012424,2048,1024
4045,24.664,14.388,10.276,2,2716,9376,7276542,14012424,2048,1024
4046,24.564,14.405,10.160,2,2716,9376,7276542,14012424,2048,1024
4047,25.477,14.253,11.224,2,2716,9376,7276542,14012424,2048,1024
4048,25.055,14.889,10.166,2,2716,9372,7276542,14012424,2048,1024
4049,24.760,14.522,10.238,2,2716,9374,7276542,14012424,2048,1024
4050,24.209,14.418,9.791,2,2716,9374,7276542,14012424,2048,1024
4051,25.288,15.542,9.747,2,2716,9376,7276542,14012424,2048,1024
4052,25.585,15.593,9.992,2,2716,9372,7276542,14012424,2048,1024
4053,24.897,14.870,10.028,2,2716,9374,7276542,14012424,2048,1024
4054,24.943,14.461,10.482,2,2716,9376,7276542,14012424,2048,1024
4055,24.189,14.381,9.808,2,2716,9374,7276542,14012424,2048,1024
4056,24.721,14.637,10.085,2,2716,9372,7276542,14012424,2048,1024
4057,24.159,14.371,9.789,2,2716,9376,7276542,14012424,2048,1024
4058,25.150,15.296,9.855,2,2716,9374,7276542,14012424,2048,1024
4059,24.686,14.483,10.202,2,2716,9374,7276542,14012424,2048,1024
4060,24.372,14.261,10.111,2,2716,9372,7276542,14012424,2048,1024
4061,24.126,14.473,9.653,2,2716,9378,7276542,14012424,2048,1024
4062,24.420,14.515,9.905,2,2716,9378,7276542,14012424,2048,1024
4063,24.788,14.486,10.302,2,2716,9376,7276542,14012424,2048,1024
4064,24.426,14.758,9.668,2,2716,9372,7276542,14012424,2048,1024
4065,24.548,14.856,9.692,2,2716,9376,7276542,14012424,2048,1024
4066,24.100,14.448,9.652,2,2716,9378,7276542,14012424,2048,1024
4067,24.669,14.400,10.269,2,2716,9378,7276542,14012424,2048,1024
4068,24.110,14.404,9.707,2,2716,9372,7276542,14012424,2048,1024
4069,24.344,14.541,9.803,2,2716,9376,7276542,14012424,2048,1024
4070,24.596,14.424,10.172,2,2716,9376,7276542,14012424,2048,1024
4071,24.764,14.638,10.126,2,2716,9376,7276542,14012424,2048,1024
4072,24.926,14.660,10.266,2,2716,9372,7276542,14012424,2048,1024
4073,24.744,14.578,10.166,2,2716,9376,7276542,14012424,2048,1024
4074,24.867,14.691,10.177,2,2716,9378,7276542,14012424,2048,1024
4075,24.546,14.783,9.763,2,2716,9378,7276542,14012424,2048,1024
4076,24.356,14.263,10.093,2,2716,9372,7276542,14012424,2048,1024
4077,24.524,14.562,9.963,2,2716,9376,7276542,14012424,2048,1024
4078,24.892,14.747,10.145,2,2716,9376,7276542,14012424,2048,1024
4079,24.736,14.606,10.130,2,2716,9376,7276542,14012424,2048,1024
4080,24.447,14.740,9.707,2,2716,9372,7276542,14012424,2048,1024
4081,25.009,14.744,10.265,2,2716,9374,7276542,14012424,2048,1024
4082,24.777,15.009,9.768,2,2716,9374,7276542,14012424,2048,1024
4083,24.536,14.435,10.101,2,2716,9376,7276542,14012424,2048,1024
4084,24.503,14.785,9.718,2,2716,9372,7276542,14012424,2048,1024
4085,24.776,14.548,10.228,2,2716,9374,7276542,14012424,2048,1024
4086,24.577,14.426,10.151,2,2716,9376,7276542,14012424,2048,1024
4087,31.912,21.904,10.008,2,2716,9374,7276542,14012424,2048,1024
4088,25.550,14.722,10.829,2,2716,9372,7276542,14012424,2048,1024
4089,25.174,14.568,10.606,2,2716,9376,7276542,14012424,2048,1024
4090,25.896,15.450,10.447,2,2716,9374,7276542,14012424,2048,1024
4091,25.242,14.708,10.534,2,2716,9374,7276542,14012424,2048,1024
4092,27.338,16.979,10.360,2,2716,9372,7276542,14012424,2048,1024
4093,25.164,14.606,10.558,2,2716,9378,7276542,14012424,2048,1024
4094,24.517,14.710,9.807,2,2716,9378,7276542,14012424,2048,1024
4095,25.168,14.883,10.285,2,2716,9376,7276542,14012424,2048,1024
4096,24.611,14.490,10.121,2,2716,9372,7276542,14012424,2048,1024
4097,24.353,14.430,9.923,2,2716,9376,7276542,14012424,2048,1024
4098,25.439,15.172,10.267,2,2716,9378,7276542,14012424,2048,1024
4099,28.021,17.790,10.231,2,2716,9378,7276542,14012424,2048,1024
4100,25.349,15.166,10.183,2,2716,9372,7276542,14012424,2048,1024
4101,25.763,15.992,9.771,2,2716,9376,7276542,14012424,2048,1024
4102,25.746,15.509,10.237,2,2716,9376,7276542,14012424,2048,1024
4103,24.608,14.417,10.192,2,2716,9376,7276542,14012424,2048,1024
4104,24.197,14.394,9.803,2,2716,9372,7276542,14012424,2048,1024
4105,24.711,14.578,10.133,2,2716,9374,7276542,14012424,2048,1024
4106,24.853,14.425,10.428,2,2716,9374,7276542,14012424,2048,1024
4107,24.163,14.459,9.704,2,2716,9376,7276542,14012424,2048,1024
4108,24.375,14.645,9.731,2,2716,9372,7276542,14012424,2048,1024
4109,24.440,14.731,9.709,2,2716,9374,7276542,14012424,2048,1024
4110,25.122,14.926,10.196,2,2716,9376,7276542,14012424,2048,1024
4111,24.479,14.322,10.157,2,2716,9374,7276542,14012424,2048,1024
4112,24.220,14.330,9.890,2,2716,9372,7276542,14012424,2048,1024
4113,24.988,15.256,9.732,2,2716,9376,7276542,14012424,2048,1024
4114,24.213,14.551,9.661,2,2716,9374,7276542,14012424,2048,1024
4115,24.972,14.620,10.352,2,2716,9374,7276542,14012424,2048,1024
4116,24.246,14.451,9.794,2,2716,9372,7276542,14012424,2048,1024
4117,25.573,15.464,10.109,2,2716,9378,7276542,14012424,2048,1024
4118,24.126,14.407,9.720,2,2716,9378,7276542,14012424,2048,1024
4119,24.260,14.532,9.729,2,2716,9376,7276542,14012424,2048,1024
4120,24.163,14.452,9.710,2,2716,9372,7276542,14012424,2048,1024
4121,25.522,15.063,10.459,2,2716,9376,7276542,14012424,2048,1024
4122,24.545,14.299,10.246,2,2716,9378,7276542,14012424,2048,1024
4123,24.051,14.343,9.708,2,2716,9378,7276542,14012424,2048,1024
4124,24.653,14.526,10.127,2,2716,9372,7276542,14012424,2048,1024
4125,24.230,14.512,9.718,2,2716,9376,7276542,14012424,2048,1024
4126,24.524,14.777,9.747,2,2716,9376,7276542,14012424,2048,1024
4127,24.663,14.446,10.217,2,2716,9376,7276542,14012424,2048,1024
4128,24.449,14.418,10.031,2,2716,9372,7276542,14012424,2048,1024
4129,25.001,14.761,10.239,2,2716,9374,7276542,14012424,2048,1024
4130,24.237,14.539,9.698,2,2716,9374,7276542,14012424,2048,1024
4131,24.531,14.452,10.079,2,2716,9376,7276542,14012424,2048,1024
4132,25.373,15.546,9.827,2,2716,9372,7276542,14012424,2048,1024
4133,24.099,14.410,9.689,2,2716,9374,7276542,14012424,2048,1024
4134,24.598,14.452,10.146,2,2716,9376,7276542,14012424,2048,1024
4135,24.951,14.818,10.134,2,2716,9374,7276542,14012424,2048,1024
4136,24.277,14.403,9.874,2,2716,9372,7276542,14012424,2048,1024
4137,24.695,14.561,10.133,2,2716,9376,7276542,14012424,2048,1024
4138,25.204,14.896,10.308,2,2716,9374,7276542,14012424,2048,1024
4139,24.755,14.544,10.210,2,2716,9374,7276542,14012424,2048,1024
4140,25.164,14.847,10.317,2,2716,9372,7276542,14012424,2048,1024
4141,24.371,14.205,10.165,2,2716,9378,7276542,14012424,2048,1024
4142,24.131,14.509,9.622,2,2716,9378,7276542,14012424,2048,1024
4143,24.640,14.329,10.311,2,2716,9376,7276542,14012424,2048,1024
4144,24.173,14.527,9.646,2,2716,9372,7276542,14012424,2048,1024
4145,24.720,14.549,10.171,2,2716,9376,7276542,14012424,2048,1024
4146,24.604,14.397,10.207,2,2716,9378,7276542,14012424,2048,1024
4147,24.661,14.415,10.246,2,2716,9378,7276542,14012424,2048,1024
4148,25.653,15.518,10.135,2,2716,9372,7276542,14012424,2048,1024
4149,25.272,15.506,9.766,2,2716,9376,7276542,14012424,2048,1024
4150,24.206,14.367,9.839,2,2716,9376,7276542,14012424,2048,1024
4151,24.771,14.726,10.045,2,2716,9376,7276542,14012424,2048,1024
4152,25.062,14.785,10.277,2,2716,9372,7276542,14012424,2048,1024
4153,25.314,14.803,10.510,2,2716,9374,7276542,14012424,2048,1024
4154,24.207,14.481,9.726,2,2716,9374,7276542,14012424,2048,1024
4155,25.706,15.506,10.201,2,2716,9376,7276542,14012424,2048,1024
4156,24.566,14.815,9.751,2,2716,9372,7276542,14012424,2048,1024
4157,25.555,15.276,10.279,2,2716,9374,7276542,14012424,2048,1024
4158,24.355,14.406,9.949,2,2716,9376,7276542,14012424,2048,1024
4159,25.295,15.469,9.826,2,2716,9374,7276542,14012424,2048,1024
4160,25.590,15.792,9.798,2,2716,9372,7276542,14012424,2048,1024
4161,25.791,15.977,9.814,2,2716,9376,7276542,14012424,2048,1024
4162,27.286,16.894,10.392,2,2716,9374,7276542,14012424,2048,1024
4163,27.465,17.626,9.839,2,2716,9374,7276542,14012424,2048,1024
4164,25.610,14.870,10.741,2,2716,9372,7276542,14012424,2048,1024
4165,24.287,14.396,9.891,2,2716,9378,7276542,14012424,2048,1024
4166,24.880,14.942,9.938,2,2716,9378,7276542,14012424,2048,1024
4167,24.329,14.601,9.728,2,2716,9376,7276542,14012424,2048,1024
4168,25.066,14.490,10.576,2,2716,9372,7276542,14012424,2048,1024
4169,24.709,15.006,9.703,2,2716,9376,7276542,14012424,2048,1024
4170,26.212,16.025,10.188,2,2716,9378,7276542,14012424,2048,1024
4171,24.119,14.296,9.823,2,2716,9378,7276542,14012424,2048,1024
4172,27.743,16.417,11.326,2,2716,9372,7276542,14012424,2048,1024
4173,24.345,14.516,9.829,2,2716,9376,7276542,14012424,2048,1024
4174,24.721,14.979,9.742,2,2716,9376,7276542,14012424,2048,1024
4175,24.881,14.706,10.175,2,2716,9376,7276542,14012424,2048,1024
4176,24.683,14.512,10.171,2,2716,9372,7276542,14012424,2048,1024
4177,24.599,14.292,10.307,2,2716,9374,7276542,14012424,2048,1024
4178,25.121,14.730,10.391,2,2716,9374,7276542,14012424,2048,1024
4179,24.427,14.284,10.143,2,2716,9376,7276542,14012424,2048,1024
4180,24.577,14.778,9.799,2,2716,9372,7276542,14012424,2048,1024
4181,24.592,14.417,10.175,2,2716,9374,7276542,14012424,2048,1024
4182,25.383,15.084,10.299,2,2716,9376,7276542,14012424,2048,1024
4183,24.445,14.265,10.180,2,2716,9374,7276542,14012424,2048,1024
4184,24.578,14.848,9.730,2,2716,9372,7276542,14012424,2048,1024
4185,24.141,14.403,9.738,2,2716,9376,7276542,14012424,2048,1024
4186,24.340,14.611,9.729,2,2716,9374,7276542,14012424,2048,1024
4187,24.679,14.418,10.261,2,2716,9374,7276542,14012424,2048,1024
4188,24.225,14.533,9.691,2,2716,9372,7276542,14012424,2048,1024
4189,24.095,14.490,9.605,2,2716,9378,7276542,14012424,2048,1024
4190,24.292,14.576,9.716,2,2716,9378,7276542,14012424,2048,1024
4191,24.816,14.732,10.083,2,2716,9376,7276542,14012424,2048,1024
4192,25.173,14.557,10.616,2,2716,9372,7276542,14012424,2048,1024
4193,25.076,14.848,10.228,2,2716,9376,7276542,14012424,2048,1024
4194,24.301,14.585,9.716,2,2716,9378,7276542,14012424,2048,1024
4195,24.168,14.413,9.755,2,2716,9378,7276542,14012424,2048,1024
4196,24.137,14.426,9.711,2,2716,9372,7276542,14012424,2048,1024
4197,24.621,14.686,9.935,2,2716,9376,7276542,14012424,2048,1024
4198,25.251,14.656,10.595,2,2716,9376,7276542,14012424,2048,1024
4199,24.958,14.690,10.269,2,2716,9376,7276542,14012424,2048,1024
4200,24.457,14.180,10.276,2,2716,9372,7276542,14012424,2048,1024
4201,24.954,14.559,10.396,2,2716,9374,7276542,14012424,2048,1024
4202,24.395,14.655,9.740,2,2716,9374,7276542,14012424,2048,1024
4203,25.390,15.018,10.372,2,2716,9376,7276542,14012424,2048,1024
4204,24.781,14.583,10.197,2,2716,9372,7276542,14012424,2048,1024
4205,26.544,16.428,10.116,2,2716,9374,7276542,14012424,2048,1024
4206,25.203,15.415,9.788,2,2716,9376,7276542,14012424,2048,1024
4207,24.010,14.282,9.728,2,2716,9374,7276542,14012424,2048,1024
4208,24.600,14.347,10.253,2,2716,9372,7276542,14012424,2048,1024
4209,24.971,14.881,10.090,2,2716,9376,7276542,14012424,2048,1024
4210,24.132,14.417,9.715,2,2716,9374,7276542,14012424,2048,1024
4211,24.259,14.534,9.725,2,2716,9374,7276542,14012424,2048,1024
4212,24.968,14.635,10.333,2,2716,9372,7276542,14012424,2048,1024
4213,26.030,16.084,9.946,2,2716,9378,7276542,14012424,2048,1024
4214,24.154,14.486,9.667,2,2716,9378,7276542,14012424,2048,1024
4215,24.277,14.502,9.775,2,2716,9376,7276542,14012424,2048,1024
4216,24.609,14.421,10.187,2,2716,9372,7276542,14012424,2048,1024
4217,24.331,14.256,10.075,2,2716,9376,7276542,14012424,2048,1024
4218,24.835,14.672,10.163,2,2716,9378,7276542,14012424,2048,1024
4219,25.631,15.283,10.348,2,2716,9378,7276542,14012424,2048,1024
4220,25.486,15.391,10.095,2,2716,9372,7276542,14012424,2048,1024
4221,26.712,16.255,10.457,2,2716,9376,7276542,14012424,2048,1024
4222,25.479,15.181,10.298,2,2716,9376,7276542,14012424,2048,1024
4223,25.711,15.571,10.140,2,2716,9376,7276542,14012424,2048,1024
4224,24.139,14.454,9.685,2,2716,9372,7276542,14012424,2048,1024
4225,24.671,14.574,10.097,2,2716,9374,7276542,14012424,2048,1024
4226,24.038,14.458,9.579,2,2716,9374,7276542,14012424,2048,1024
4227,24.930,14.876,10.053,2,2716,9376,7276542,14012424,2048,1024
