frame,total_ms,raster_ms,other_ms,flushes,tris,binned,area_px,bbox_px,tw,th
29,16.373,7.625,8.748,2,8,1640,3524836,6333732,2048,1024
30,16.868,7.827,9.041,2,8,1640,3524836,6333732,2048,1024
31,94.213,7.503,86.710,2,8,1640,3524836,6333732,2048,1024
32,16.749,7.580,9.169,2,8,1640,3524836,6333732,2048,1024
33,16.742,7.659,9.084,2,8,1640,3524836,6333732,2048,1024
34,17.107,8.098,9.010,2,8,1640,3524836,6333732,2048,1024
35,16.264,7.696,8.568,2,8,1640,3524836,6333732,2048,1024
36,16.678,7.683,8.995,2,8,1640,3524836,6333732,2048,1024
37,16.553,7.592,8.961,2,8,1640,3524836,6333732,2048,1024
38,16.742,7.659,9.084,2,8,1640,3524836,6333732,2048,1024
39,16.629,7.632,8.997,2,8,1640,3524836,6333732,2048,1024
40,17.167,8.138,9.029,2,8,1640,3524836,6333732,2048,1024
41,16.250,7.716,8.534,2,8,1640,3524836,6333732,2048,1024
42,16.599,7.650,8.949,2,8,1640,3524836,6333732,2048,1024
43,16.990,7.977,9.013,2,8,1640,3524836,6333732,2048,1024
44,16.967,8.273,8.694,2,8,1640,3524836,6333732,2048,1024
45,16.577,8.176,8.401,2,8,1640,3524836,6333732,2048,1024
46,16.495,8.007,8.488,2,8,1640,3524836,6333732,2048,1024
47,16.346,7.687,8.659,2,8,1640,3524836,6333732,2048,1024
48,16.809,7.828,8.980,2,8,1640,3524836,6333732,2048,1024
49,16.552,7.718,8.834,2,8,1640,3524836,6333732,2048,1024
50,16.767,7.810,8.957,2,8,1640,3524836,6333732,2048,1024
51,16.539,7.698,8.841,2,8,1640,3524836,6333732,2048,1024
52,16.731,7.756,8.975,2,8,1640,3524836,6333732,2048,1024
53,16.556,7.643,8.913,2,8,1640,3524836,6333732,2048,1024
54,16.665,7.641,9.024,2,8,1640,3524836,6333732,2048,1024
55,16.774,7.750,9.023,2,8,1640,3524836,6333732,2048,1024
56,16.490,7.572,8.918,2,8,1640,3524836,6333732,2048,1024
57,16.790,7.695,9.095,2,8,1640,3524836,6333732,2048,1024
58,16.613,7.644,8.969,2,8,1640,3524836,6333732,2048,1024
59,14.611,5.622,8.989,2,6,1000,1886436,3773732,2048,1024
60,16.921,5.862,11.059,2,6,1000,1886436,3773732,2048,1024
61,16.692,5.880,10.812,2,6,1000,1886436,3773732,2048,1024
62,16.553,5.769,10.784,2,6,1000,1886436,3773732,2048,1024
63,16.647,5.734,10.913,2,6,1000,1886436,3773732,2048,1024
64,16.689,5.788,10.901,2,6,1000,1886436,3773732,2048,1024
65,16.516,5.616,10.900,2,6,1000,1886436,3773732,2048,1024
66,16.552,5.514,11.039,2,6,1000,1886436,3773732,2048,1024
67,16.674,5.513,11.161,2,6,1000,1886436,3773732,2048,1024
68,16.776,5.635,11.141,2,6,1000,1886436,3773732,2048,1024
69,16.555,5.471,11.084,2,6,1000,1886436,3773732,2048,1024
70,16.801,5.642,11.160,2,6,1000,1886436,3773732,2048,1024
71,16.487,5.446,11.041,2,6,1000,1886436,3773732,2048,1024
72,16.670,5.473,11.196,2,6,1000,1886436,3773732,2048,1024
73,16.746,5.531,11.215,2,6,1000,1886436,3773732,2048,1024
74,16.665,5.525,11.140,2,6,1000,1886436,3773732,2048,1024
75,16.575,5.458,11.118,2,6,1000,1886436,3773732,2048,1024
76,16.871,5.513,11.358,2,6,1000,1886436,3773732,2048,1024
77,17.814,5.490,12.324,2,6,1000,1886436,3773732,2048,1024
78,18.094,5.538,12.556,2,6,1000,1886436,3773732,2048,1024
79,17.898,5.855,12.043,2,6,1000,1886436,3773732,2048,1024
80,17.756,5.487,12.269,2,6,1000,1886436,3773732,2048,1024
81,17.629,5.654,11.975,2,6,1000,1886436,3773732,2048,1024
82,17.542,5.586,11.956,2,6,1000,1886436,3773732,2048,1024
83,17.486,5.860,11.626,2,6,1000,1886436,3773732,2048,1024
84,17.504,5.670,11.834,2,6,1000,1886436,3773732,2048,1024
85,16.932,5.941,10.991,2,6,1000,1886436,3773732,2048,1024
86,16.380,5.631,10.749,2,6,1000,1886436,3773732,2048,1024
87,16.983,5.655,11.329,2,6,1000,1886436,3773732,2048,1024
88,16.599,5.593,11.007,2,6,1000,1886436,3773732,2048,1024
89,16.902,5.801,11.102,2,6,1000,1886436,3773732,2048,1024
90,16.367,5.527,10.840,2,6,1000,1886436,3773732,2048,1024
91,16.603,5.486,11.117,2,6,1000,1886436,3773732,2048,1024
92,16.948,5.750,11.198,2,6,1000,1886436,3773732,2048,1024
93,16.460,5.532,10.928,2,6,1000,1886436,3773732,2048,1024
94,16.774,5.646,11.129,2,6,1000,1886436,3773732,2048,1024
95,16.717,5.673,11.044,2,6,1000,1886436,3773732,2048,1024
96,16.472,5.515,10.957,2,6,1000,1886436,3773732,2048,1024
97,16.665,5.496,11.169,2,6,1000,1886436,3773732,2048,1024
98,16.837,5.669,11.167,2,6,1000,1886436,3773732,2048,1024
99,16.593,5.592,11.001,2,6,1000,1886436,3773732,2048,1024
100,16.737,5.675,11.062,2,6,1000,1886436,3773732,2048,1024
101,16.720,5.717,11.003,2,6,1000,1886436,3773732,2048,1024
102,16.535,5.582,10.953,2,6,1000,1886436,3773732,2048,1024
103,16.566,5.483,11.083,2,6,1000,1886436,3773732,2048,1024
104,17.000,5.825,11.176,2,6,1000,1886436,3773732,2048,1024
105,16.701,5.863,10.838,2,6,1000,1886436,3773732,2048,1024
106,16.446,5.616,10.830,2,6,1000,1886436,3773732,2048,1024
107,16.720,5.691,11.029,2,6,1000,1886436,3773732,2048,1024
108,16.724,5.747,10.977,2,6,1000,1886436,3773732,2048,1024
109,16.525,5.605,10.919,2,6,1000,1886436,3773732,2048,1024
110,16.830,5.783,11.047,2,6,1000,1886436,3773732,2048,1024
111,16.537,5.647,10.890,2,6,1000,1886436,3773732,2048,1024
112,16.744,5.714,11.030,2,6,1000,1886436,3773732,2048,1024
113,16.566,5.618,10.947,2,6,1000,1886436,3773732,2048,1024
114,16.565,5.457,11.108,2,6,1000,1886436,3773732,2048,1024
115,16.775,5.622,11.153,2,6,1000,1886436,3773732,2048,1024
116,16.778,5.731,11.047,2,6,1000,1886436,3773732,2048,1024
117,16.703,5.770,10.933,2,6,1000,1886436,3773732,2048,1024
118,16.619,5.713,10.906,2,6,1000,1886436,3773732,2048,1024
119,16.458,5.518,10.940,2,6,1000,1886436,3773732,2048,1024
120,16.650,5.497,11.153,2,6,1000,1886436,3773732,2048,1024
121,16.598,5.428,11.170,2,6,1000,1886436,3773732,2048,1024
122,16.873,5.637,11.236,2,6,1000,1886436,3773732,2048,1024
123,16.553,5.525,11.028,2,6,1000,1886436,3773732,2048,1024
124,16.899,5.762,11.137,2,6,1000,1886436,3773732,2048,1024
125,16.560,5.643,10.916,2,6,1000,1886436,3773732,2048,1024
126,16.544,5.524,11.020,2,6,1000,1886436,3773732,2048,1024
127,16.746,5.598,11.148,2,6,1000,1886436,3773732,2048,1024
128,16.835,5.785,11.050,2,6,1000,1886436,3773732,2048,1024
129,16.448,5.558,10.890,2,6,1000,1886436,3773732,2048,1024
130,16.590,5.483,11.107,2,6,1000,1886436,3773732,2048,1024
131,16.963,5.767,11.196,2,6,1000,1886436,3773732,2048,1024
132,16.386,5.499,10.887,2,6,1000,1886436,3773732,2048,1024
133,16.648,5.480,11.168,2,6,1000,1886436,3773732,2048,1024
134,16.955,5.756,11.199,2,6,1000,1886436,3773732,2048,1024
135,16.561,5.655,10.906,2,6,1000,1886436,3773732,2048,1024
136,16.542,5.533,11.008,2,6,1000,1886436,3773732,2048,1024
137,17.053,5.902,11.152,2,6,1000,1886436,3773732,2048,1024
138,16.207,5.462,10.745,2,6,1000,1886436,3773732,2048,1024
139,16.738,5.536,11.202,2,6,1000,1886436,3773732,2048,1024
140,16.760,5.623,11.136,2,6,1000,1886436,3773732,2048,1024
141,16.542,5.490,11.052,2,6,1000,1886436,3773732,2048,1024
142,17.004,5.849,11.155,2,6,1000,1886436,3773732,2048,1024
143,16.827,5.994,10.833,2,6,1000,1886436,3773732,2048,1024
144,16.274,5.595,10.679,2,6,1000,1886436,3773732,2048,1024
145,16.740,5.677,11.063,2,6,1000,1886436,3773732,2048,1024
146,16.621,5.650,10.971,2,6,1000,1886436,3773732,2048,1024
147,16.763,5.745,11.018,2,6,1000,1886436,3773732,2048,1024
148,16.564,5.651,10.914,2,6,1000,1886436,3773732,2048,1024
149,17.091,6.071,11.020,2,6,1000,1886436,3773732,2048,1024
150,16.488,5.899,10.588,2,6,1000,1886436,3773732,2048,1024
151,16.533,5.764,10.769,2,6,1000,1886436,3773732,2048,1024
152,16.485,5.580,10.905,2,6,1000,1886436,3773732,2048,1024
153,16.916,5.816,11.100,2,6,1000,1886436,3773732,2048,1024
154,16.516,5.660,10.856,2,6,1000,1886436,3773732,2048,1024
155,16.840,5.856,10.985,2,6,1000,1886436,3773732,2048,1024
156,16.198,5.385,10.814,2,6,1000,1886436,3773732,2048,1024
157,16.740,5.466,11.274,2,6,1000,1886436,3773732,2048,1024
158,16.745,5.539,11.207,2,6,1000,1886436,3773732,2048,1024
159,16.605,5.475,11.129,2,6,1000,1886436,3773732,2048,1024
160,16.658,5.467,11.191,2,6,1000,1886436,3773732,2048,1024
161,16.918,5.717,11.201,2,6,1000,1886436,3773732,2048,1024
162,16.549,5.599,10.950,2,6,1000,1886436,3773732,2048,1024
163,16.486,5.397,11.089,2,6,1000,1886436,3773732,2048,1024
164,17.124,5.876,11.249,2,6,1000,1886436,3773732,2048,1024
165,16.450,5.660,10.790,2,6,1000,1886436,3773732,2048,1024
166,16.577,5.567,11.010,2,6,1000,1886436,3773732,2048,1024
167,16.889,5.795,11.094,2,6,1000,1886436,3773732,2048,1024
168,16.631,5.757,10.873,2,6,1000,1886436,3773732,2048,1024
169,16.603,5.694,10.909,2,6,1000,1886436,3773732,2048,1024
170,16.562,5.596,10.966,2,6,1000,1886436,3773732,2048,1024
171,16.533,5.462,11.070,2,6,1000,1886436,3773732,2048,1024
172,16.811,5.601,11.210,2,6,1000,1886436,3773732,2048,1024
173,16.758,5.701,11.057,2,6,1000,1886436,3773732,2048,1024
174,16.491,5.519,10.972,2,6,1000,1886436,3773732,2048,1024
175,16.884,5.737,11.147,2,6,1000,1886436,3773732,2048,1024
176,16.623,5.692,10.931,2,6,1000,1886436,3773732,2048,1024
177,16.824,5.847,10.977,2,6,1000,1886436,3773732,2048,1024
178,16.314,5.504,10.810,2,6,1000,1886436,3773732,2048,1024
179,17.041,5.879,11.163,2,6,1000,1886436,3773732,2048,1024
180,16.338,5.535,10.804,2,6,1000,1886436,3773732,2048,1024
181,16.674,5.558,11.116,2,6,1000,1886436,3773732,2048,1024
182,16.800,5.681,11.119,2,6,1000,1886436,3773732,2048,1024
183,16.573,5.594,10.979,2,6,1000,1886436,3773732,2048,1024
184,16.778,5.698,11.080,2,6,1000,1886436,3773732,2048,1024
185,16.639,5.675,10.965,2,6,1000,1886436,3773732,2048,1024
186,16.457,5.464,10.994,2,6,1000,1886436,3773732,2048,1024
187,16.983,5.771,11.213,2,6,1000,1886436,3773732,2048,1024
188,16.648,5.759,10.890,2,6,1000,1886436,3773732,2048,1024
189,16.409,5.505,10.904,2,6,1000,1886436,3773732,2048,1024
190,16.859,5.698,11.161,2,6,1000,1886436,3773732,2048,1024
191,16.889,5.919,10.970,2,6,1000,1886436,3773732,2048,1024
192,16.341,5.595,10.746,2,6,1000,1886436,3773732,2048,1024
193,16.796,5.703,11.093,2,6,1000,1886436,3773732,2048,1024
194,16.497,5.532,10.965,2,6,1000,1886436,3773732,2048,1024
195,16.625,5.490,11.135,2,6,1000,1886436,3773732,2048,1024
196,16.828,5.646,11.181,2,6,1000,1886436,3773732,2048,1024
197,16.662,5.649,11.013,2,6,1000,1886436,3773732,2048,1024
198,16.535,5.522,11.012,2,6,1000,1886436,3773732,2048,1024
199,16.716,5.566,11.150,2,6,1000,1886436,3773732,2048,1024
200,16.839,5.744,11.095,2,6,1000,1886436,3773732,2048,1024
201,16.450,5.521,10.929,2,6,1000,1886436,3773732,2048,1024
202,17.107,5.960,11.147,2,6,1000,1886436,3773732,2048,1024
203,16.581,5.880,10.701,2,6,1000,1886436,3773732,2048,1024
204,16.317,5.526,10.792,2,6,1000,1886436,3773732,2048,1024
205,16.784,5.646,11.137,2,6,1000,1886436,3773732,2048,1024
206,16.644,5.615,11.029,2,6,1000,1886436,3773732,2048,1024
207,16.566,5.520,11.046,2,6,1000,1886436,3773732,2048,1024
208,16.709,5.565,11.145,2,6,1000,1886436,3773732,2048,1024
209,16.593,5.489,11.104,2,6,1000,1886436,3773732,2048,1024
210,16.699,5.521,11.178,2,6,1000,1886436,3773732,2048,1024
211,16.746,5.596,11.150,2,6,1000,1886436,3773732,2048,1024
212,16.768,5.704,11.064,2,6,1000,1886436,3773732,2048,1024
213,16.540,5.582,10.958,2,6,1000,1886436,3773732,2048,1024
214,16.756,5.672,11.084,2,6,1000,1886436,3773732,2048,1024
215,16.742,5.743,11.000,2,6,1000,1886436,3773732,2048,1024
216,16.503,5.582,10.920,2,6,1000,1886436,3773732,2048,1024
217,16.578,5.493,11.085,2,6,1000,1886436,3773732,2048,1024
218,16.898,5.719,11.180,2,6,1000,1886436,3773732,2048,1024
219,16.489,5.549,10.940,2,6,1000,1886436,3773732,2048,1024
220,16.807,5.684,11.123,2,6,1000,1886436,3773732,2048,1024
221,16.617,5.625,10.992,2,6,1000,1886436,3773732,2048,1024
222,16.567,5.539,11.027,2,6,1000,1886436,3773732,2048,1024
223,16.889,5.751,11.139,2,6,1000,1886436,3773732,2048,1024
224,16.932,6.011,10.921,2,6,1000,1886436,3773732,2048,1024
225,16.096,5.453,10.643,2,6,1000,1886436,3773732,2048,1024
226,16.686,5.474,11.212,2,6,1000,1886436,3773732,2048,1024
227,16.957,5.758,11.200,2,6,1000,1886436,3773732,2048,1024
228,16.941,6.041,10.900,2,6,1000,1886436,3773732,2048,1024
229,16.487,5.856,10.631,2,6,1000,1886436,3773732,2048,1024
230,16.541,5.727,10.813,2,6,1000,1886436,3773732,2048,1024
231,16.611,5.680,10.932,2,6,1000,1886436,3773732,2048,1024
232,16.512,5.515,10.997,2,6,1000,1886436,3773732,2048,1024
233,16.810,5.662,11.148,2,6,1000,1886436,3773732,2048,1024
234,16.577,5.568,11.008,2,6,1000,1886436,3773732,2048,1024
235,16.703,5.606,11.096,2,6,1000,1886436,3773732,2048,1024
236,16.738,5.684,11.054,2,6,1000,1886436,3773732,2048,1024
237,16.487,5.504,10.983,2,6,1000,1886436,3773732,2048,1024
238,16.871,5.702,11.169,2,6,1000,1886436,3773732,2048,1024
239,16.902,5.938,10.964,2,6,1000,1886436,3773732,2048,1024
240,19.027,8.280,10.748,2,8,1640,3524836,6333732,2048,1024
241,16.940,8.561,8.379,2,8,1640,3524836,6333732,2048,1024
242,16.399,8.290,8.109,2,8,1640,3524836,6333732,2048,1024
243,16.451,8.073,8.378,2,8,1640,3524836,6333732,2048,1024
244,16.935,8.342,8.593,2,8,1640,3524836,6333732,2048,1024
245,16.409,8.080,8.329,2,8,1640,3524836,6333732,2048,1024
246,16.476,7.897,8.579,2,8,1640,3524836,6333732,2048,1024
247,16.741,7.966,8.775,2,8,1640,3524836,6333732,2048,1024
248,16.661,7.967,8.695,2,8,1640,3524836,6333732,2048,1024
249,16.551,7.848,8.703,2,8,1640,3524836,6333732,2048,1024
250,16.933,8.088,8.845,2,8,1640,3524836,6333732,2048,1024
251,16.601,8.047,8.554,2,8,1640,3524836,6333732,2048,1024
252,16.706,8.084,8.622,2,8,1640,3524836,6333732,2048,1024
253,16.451,7.874,8.577,2,8,1640,3524836,6333732,2048,1024
254,16.906,8.113,8.794,2,8,1640,3524836,6333732,2048,1024
255,16.419,7.865,8.554,2,8,1640,3524836,6333732,2048,1024
256,17.553,8.034,9.519,2,8,1640,3524836,6333732,2048,1024
257,16.469,7.872,8.597,2,8,1640,3524836,6333732,2048,1024
258,17.812,8.008,9.804,2,8,1640,3524836,6333732,2048,1024
259,18.035,7.828,10.207,2,8,1640,3524836,6333732,2048,1024
260,17.447,7.762,9.685,2,8,1640,3524836,6333732,2048,1024
261,17.472,7.854,9.619,2,8,1640,3524836,6333732,2048,1024
262,17.622,7.930,9.691,2,8,1640,3524836,6333732,2048,1024
263,17.729,8.133,9.596,2,8,1640,3524836,6333732,2048,1024
264,16.817,7.924,8.893,2,8,1640,3524836,6333732,2048,1024
265,18.535,7.877,10.659,2,8,1640,3524836,6333732,2048,1024
266,16.590,7.798,8.792,2,8,1640,3524836,6333732,2048,1024
267,16.640,7.772,8.868,2,8,1640,3524836,6333732,2048,1024
268,16.695,7.801,8.895,2,8,1640,3524836,6333732,2048,1024
269,16.631,7.766,8.865,2,8,1640,3524836,6333732,2048,1024
270,16.579,7.681,8.898,2,8,1640,3524836,6333732,2048,1024
271,17.001,8.013,8.989,2,8,1640,3524836,6333732,2048,1024
272,16.414,7.757,8.656,2,8,1640,3524836,6333732,2048,1024
273,16.864,7.955,8.910,2,8,1640,3524836,6333732,2048,1024
274,16.449,7.740,8.709,2,8,1640,3524836,6333732,2048,1024
275,16.631,7.693,8.939,2,8,1640,3524836,6333732,2048,1024
276,16.602,7.642,8.959,2,8,1640,3524836,6333732,2048,1024
277,16.822,7.800,9.022,2,8,1640,3524836,6333732,2048,1024
278,16.493,7.619,8.873,2,8,1640,3524836,6333732,2048,1024
279,16.728,7.689,9.039,2,8,1640,3524836,6333732,2048,1024
280,16.680,7.691,8.989,2,8,1640,3524836,6333732,2048,1024
281,16.629,7.658,8.971,2,8,1640,3524836,6333732,2048,1024
282,16.661,7.659,9.002,2,8,1640,3524836,6333732,2048,1024
283,16.707,7.674,9.033,2,8,1640,3524836,6333732,2048,1024
284,16.766,7.791,8.975,2,8,1640,3524836,6333732,2048,1024
285,16.609,7.736,8.873,2,8,1640,3524836,6333732,2048,1024
286,16.637,7.701,8.935,2,8,1640,3524836,6333732,2048,1024
287,16.642,7.680,8.962,2,8,1640,3524836,6333732,2048,1024
288,16.743,7.755,8.989,2,8,1640,3524836,6333732,2048,1024
289,16.896,7.985,8.911,2,8,1640,3524836,6333732,2048,1024
290,16.347,7.663,8.684,2,8,1640,3524836,6333732,2048,1024
291,16.650,7.650,9.000,2,8,1640,3524836,6333732,2048,1024
292,16.820,7.808,9.012,2,8,1640,3524836,6333732,2048,1024
293,16.625,7.759,8.866,2,8,1640,3524836,6333732,2048,1024
294,14.837,5.957,8.880,2,4,1120,2557282,4397764,2048,1024
295,45.309,18.172,27.137,2,56,4720,9369534,17085586,2048,1024
296,17.377,16.255,1.122,2,54,4080,7796522,14622438,2048,1024
297,17.514,16.463,1.050,2,54,4080,7796522,14622438,2048,1024
298,17.755,16.723,1.032,2,54,4100,7862518,14717654,2048,1024
299,17.855,16.845,1.010,2,54,4100,7862518,14717654,2048,1024
300,17.563,16.434,1.129,2,54,4080,7788881,14609518,2048,1024
301,17.816,16.472,1.343,2,54,4080,7788881,14609518,2048,1024
302,17.642,16.519,1.123,2,54,4100,7854800,14708628,2048,1024
303,17.570,16.453,1.117,2,54,4100,7854800,14708628,2048,1024
304,17.564,16.478,1.086,2,54,4080,7781087,14596434,2048,1024
305,17.451,16.357,1.093,2,54,4080,7781087,14596434,2048,1024
306,17.622,16.588,1.034,2,54,4100,7846931,14696550,2048,1024
307,17.564,16.486,1.078,2,54,4100,7846931,14696550,2048,1024
308,17.813,16.727,1.086,2,54,4080,7773142,14586122,2048,1024
309,17.755,16.707,1.048,2,54,4080,7773142,14586122,2048,1024
310,17.709,16.518,1.191,2,54,4100,7838910,14683206,2048,1024
311,17.602,16.430,1.173,2,54,4100,7838910,14683206,2048,1024
312,17.614,16.520,1.094,2,54,4080,7765045,14576796,2048,1024
313,17.572,16.352,1.221,2,54,4080,7765045,14576796,2048,1024
314,17.780,16.665,1.115,2,54,4100,7830736,14669698,2048,1024
315,18.102,16.902,1.200,2,54,4100,7830736,14669698,2048,1024
316,18.172,17.018,1.154,2,54,4080,7756795,14564346,2048,1024
317,17.634,16.487,1.146,2,54,4080,7756795,14564346,2048,1024
318,17.665,16.552,1.113,2,54,4100,7822411,14659034,2048,1024
319,17.539,16.481,1.058,2,54,4100,7822411,14659034,2048,1024
320,18.605,17.518,1.087,2,54,4080,7748394,14550578,2048,1024
321,17.944,16.787,1.157,2,54,4080,7748394,14550578,2048,1024
322,18.600,17.512,1.088,2,54,4100,7813933,14646356,2048,1024
323,17.764,16.730,1.034,2,54,4100,7813933,14646356,2048,1024
324,17.439,16.396,1.043,2,54,4080,7739840,14539698,2048,1024
325,17.371,16.338,1.034,2,54,4080,7739840,14539698,2048,1024
326,18.897,17.851,1.046,2,54,4080,7805303,14633534,2048,1024
327,19.323,18.307,1.017,2,54,4080,7805303,14633534,2048,1024
328,19.135,18.061,1.074,2,54,4080,7731134,14525586,2048,1024
329,19.199,18.025,1.174,2,54,4080,7731134,14525586,2048,1024
330,19.237,18.200,1.037,2,54,4080,7796522,14622438,2048,1024
331,18.543,17.483,1.060,2,54,4080,7796522,14622438,2048,1024
332,18.491,17.467,1.024,2,54,4100,7862518,14717654,2048,1024
333,17.745,16.705,1.041,2,54,4100,7862518,14717654,2048,1024
334,17.603,16.581,1.022,2,54,4080,7788881,14609518,2048,1024
335,17.500,16.456,1.044,2,54,4080,7788881,14609518,2048,1024
336,17.716,16.689,1.027,2,54,4100,7854800,14708628,2048,1024
337,17.859,16.806,1.053,2,54,4100,7854800,14708628,2048,1024
338,17.660,16.615,1.044,2,54,4080,7781087,14596434,2048,1024
339,17.557,16.510,1.047,2,54,4080,7781087,14596434,2048,1024
340,18.221,17.200,1.021,2,54,4100,7846931,14696550,2048,1024
341,17.679,16.631,1.048,2,54,4100,7846931,14696550,2048,1024
342,17.623,16.546,1.078,2,54,4080,7773142,14586122,2048,1024
343,18.187,17.131,1.056,2,54,4080,7773142,14586122,2048,1024
344,17.624,16.605,1.018,2,54,4100,7838910,14683206,2048,1024
345,17.851,16.778,1.073,2,54,4100,7838910,14683206,2048,1024
346,17.465,16.433,1.032,2,54,4080,7765045,14576796,2048,1024
347,17.676,16.648,1.028,2,54,4080,7765045,14576796,2048,1024
348,20.315,16.785,3.530,2,344,4456,7904976,14827042,2048,1024
349,16.863,14.793,2.070,2,342,3816,6266576,12267042,2048,1024
350,16.666,14.630,2.036,2,342,3796,6192635,12161690,2048,1024
351,16.972,14.936,2.036,2,342,3796,6192635,12161690,2048,1024
352,16.914,14.872,2.042,2,342,3816,6258251,12256378,2048,1024
353,17.110,15.060,2.050,2,342,3816,6258251,12256378,2048,1024
354,16.892,14.855,2.037,2,342,3796,6184234,12147922,2048,1024
355,16.709,14.646,2.062,2,342,3796,6184234,12147922,2048,1024
356,16.900,14.848,2.052,2,342,3816,6249773,12243700,2048,1024
357,16.920,14.823,2.096,2,342,3816,6249773,12243700,2048,1024
358,16.958,14.899,2.059,2,342,3796,6175680,12137042,2048,1024
359,16.735,14.662,2.072,2,342,3796,6175680,12137042,2048,1024
360,16.935,14.784,2.151,2,342,3796,6241143,12230878,2048,1024
361,16.911,14.728,2.183,2,342,3796,6241143,12230878,2048,1024
362,16.743,14.688,2.054,2,342,3796,6166974,12122930,2048,1024
363,16.958,14.827,2.132,2,342,3796,6166974,12122930,2048,1024
364,16.788,14.747,2.041,2,342,3796,6232362,12219782,2048,1024
365,16.906,14.799,2.108,2,342,3796,6232362,12219782,2048,1024
366,16.998,14.873,2.125,2,342,3816,6298358,12314998,2048,1024
367,17.028,14.978,2.050,2,342,3816,6298358,12314998,2048,1024
368,17.181,15.099,2.082,2,342,3796,6224721,12206862,2048,1024
369,17.343,14.994,2.349,2,342,3796,6224721,12206862,2048,1024
370,16.941,14.904,2.037,2,342,3816,6290640,12305972,2048,1024
371,17.228,15.175,2.053,2,342,3816,6290640,12305972,2048,1024
372,17.169,15.116,2.053,2,342,3796,6216927,12193778,2048,1024
373,16.625,15.033,1.592,2,214,3636,6184159,12121970,2048,1024
374,16.286,14.650,1.636,2,214,3656,6250003,12222086,2048,1024
375,16.790,14.774,2.015,2,214,3656,6250003,12222086,2048,1024
376,17.017,15.095,1.922,2,214,3636,6176214,12111658,2048,1024
377,17.122,15.351,1.771,2,214,3636,6176214,12111658,2048,1024
378,17.034,15.434,1.600,2,214,3656,6241982,12208742,2048,1024
379,16.761,15.142,1.618,2,214,3656,6241982,12208742,2048,1024
380,16.131,14.396,1.735,2,214,3636,6168117,12102332,2048,1024
381,16.854,14.622,2.232,2,214,3636,6168117,12102332,2048,1024
382,16.871,14.774,2.097,2,214,3656,6233808,12195234,2048,1024
383,16.585,14.734,1.851,2,214,3656,6233808,12195234,2048,1024
384,16.575,14.639,1.936,2,214,3636,6159867,12089882,2048,1024
385,16.573,14.565,2.008,2,214,3636,6159867,12089882,2048,1024
386,16.823,14.725,2.098,2,214,3656,6225483,12184570,2048,1024
387,16.613,14.659,1.954,2,214,3656,6225483,12184570,2048,1024
388,16.544,14.552,1.992,2,214,3636,6151466,12076114,2048,1024
389,16.812,14.692,2.119,2,214,3636,6151466,12076114,2048,1024
390,16.684,14.699,1.985,2,214,3656,6217005,12171892,2048,1024
391,16.655,14.690,1.965,2,214,3656,6217005,12171892,2048,1024
392,16.772,14.789,1.983,2,214,3636,6142912,12065234,2048,1024
393,16.518,14.631,1.887,2,214,3636,6142912,12065234,2048,1024
394,16.697,14.677,2.020,2,214,3636,6208375,12159070,2048,1024
395,16.672,14.688,1.984,2,214,3636,6208375,12159070,2048,1024
396,16.649,14.669,1.980,2,214,3636,6134206,12051122,2048,1024
397,16.555,14.501,2.055,2,214,3636,6134206,12051122,2048,1024
